freq_Hz,Ez1,Ez0,Ez_1,Ef1,Ef0,Ef_1,Forward,Backward,F1,B1
2582.5,9.66714782558335e-05,0.000534686854228323,4.90993897673521e-05,0.000648184939218514,1.35192463594749e-05,0.000587926924738998,0.142068309454944,0.518701026140501,0.966714782558335,6.48184939218514
2583.5,9.62165442838537e-05,0.000533251885490815,4.43774931819368e-05,0.000684562192165864,1.31685627184217e-05,0.000616509072783583,0.14278715802225,0.520880723406949,0.962165442838537,6.84562192165864
2584.5,9.70071665687789e-05,0.000531822802647338,4.04765983077691e-05,0.000724662055861769,1.28217438040906e-05,0.000647629784255041,0.144936821593816,0.523178795063461,0.970071665687789,7.24662055861769
2585.5,9.93694127136893e-05,0.000530399382818372,3.76883728124478e-05,0.000769007703060584,1.24787873254601e-05,0.000681591868380206,0.148877587096944,0.525609375911386,0.993694127136893,7.69007703060583
2586.5,0.000103711293924873,0.000528981399864423,3.63882210620007e-05,0.000818210645085146,1.21396924606715e-05,0.000718738698049836,0.155005607876176,0.528188261800284,1.03711293924873,8.18210645085146
2587.5,0.00011054462846964,0.000527568624138705,3.70600246060961e-05,0.000872986413338323,1.18044598937874e-05,0.000759458414594281,0.163727789887825,0.53093312540969,1.1054462846964,8.72986413338323
2588.5,0.000120512951566157,0.000526160822231418,4.03284975654733e-05,0.000934172303514737,1.14730918539741e-05,0.000804187372981519,0.175418563503513,0.53386376138989,1.20512951566157,9.34172303514737
2589.5,0.000134427020662362,0.000524757756704923,4.70014559970945e-05,0.00100274672801523,1.11455921572278e-05,0.000853411800291589,0.190356331391411,0.537002364545757,1.34427020662362,10.0274672801523
2590.5,0.000153309668028236,0.000523359185819602,5.8124843920502e-05,0.00107984898607021,1.08219662507819e-05,0.000907665932634683,0.208643144999551,0.54037384497067,1.53309668028236,10.7984898607021
2591.5,0.000178451761319812,0.000521964863248916,7.50538465912485e-05,0.00116679693428545,1.05022212603319e-05,0.000967523767990677,0.230120640251946,0.544006184138314,1.78451761319812,11.6679693428545
2592.5,0.000211480562108323,0.000520574537783953,9.95436031212274e-05,0.00126509772650545,1.01863660402497e-05,0.00103357980730544,0.254306026863644,0.547930835848321,2.11480562108323,12.6509772650545
2593.5,0.000254440270098277,0.000519187953140626,0.000133862365721257,0.00137644287586794,9.8744112335096e-06,0.00110641146136135,0.28037786087658,0.552183175452506,2.54440270098277,13.7644287586794
2594.5,0.000309880992185674,0.000517804847174652,0.000180927362798586,0.00150267248586883,9.5663693015196e-06,0.00118651184516566,0.307234717454006,0.556802999877588,3.09880992185674,15.0267248586883
2595.5,0.000380945007627385,0.000516424952263073,0.000244457077940775,0.0016456834506063,9.26225462566483e-06,0.00127417622486937,0.333627594202836,0.561835078865893,3.80945007627385,16.456834506063
2596.5,0.000471425203937969,0.000515047994459115,0.000329119644822095,0.00180724174631302,8.96208354228617e-06,0.00136931875144513,0.358336704526621,0.567329755225042,4.71425203937969,18.0724174631302
2597.5,0.000585746008974714,0.000513673693270052,0.000440630094981145,0.00198863984508431,8.66587441867743e-06,0.00147119012118663,0.380342252588077,0.573343586506629,5.85746008974714,19.8863984508431
2598.5,0.000728778321449701,0.000512301761272874,0.000585702484433235,0.00219012145166408,8.37364772471031e-06,0.00157796695155092,0.398940921898748,0.579940013198094,7.28778321449701,21.9012145166408
2599.5,0.000905347967812147,0.000510931903718908,0.000771692552167799,0.00240999242499446,8.08542610926258e-06,0.00168620238959682,0.413783993804465,0.587190026912759,9.05347967812147,24.0999242499446
2600.5,0.00111925015263415,0.000509563818120312,0.00100568462481127,0.00264338455695821,7.80123448134297e-06,0.00179018750210457,0.424843708217579,0.5951727950453,11.1925015263415,26.4338455695821
2601.5,0.00137159693765948,0.000508197193817406,0.00129273879278597,0.00288080001205315,7.52110009618969e-06,0.00188140348663214,0.432334973474916,0.603976173548701,13.7159693765948,28.8080001205315
