comsol_total,comsol_physical,comsol_pml_dominated,theory_candidates,paired_physical,high_confidence_pairs,real_RMSE_Hz,real_median_abs_Hz,imag_RMSE_Hz,Forward_RMSE,Backward_RMSE,high_real_RMSE_Hz,high_Forward_RMSE,high_Backward_RMSE
60,60,0,70,60,2,73.9575328244389,54.267715999565,77.5164550743648,0.381125860002625,0.452200110715966,1.89317651957845,0.0249935682205635,0.0105911178914975
