theory_index,frequency_real_Hz,frequency_imag_Hz,Q,Eoz1_fraction,Eoz0_fraction,Eoz_1_fraction,Eof1_fraction,Eof0_fraction,Eof_1_fraction,source_shift_index
1,915.766890454459,59.242201696074,7.72900790514633,0,1,0,0,1,0,1
2,971.545460587579,-0.0639516385524872,7595.9387638692,0,1,0,0,1,0,1
3,991.154512210069,7.96371613479475,62.2293973964966,0,1,0,0,1,0,1
4,993.11589506312,8.71887654851984,56.9520562389266,0,1,0,0,1,0,1
5,994.175336116588,7.84109247515164,63.395205404548,0,1,0,0,1,0,1
6,996.137895968697,8.5780358037732,58.0632862088619,0,1,0,0,1,0,1
7,1013.71173837326,13.5525385306921,37.3993306153503,0.966209332572755,3.55942754873663e-06,0.0337871079996962,0.775903619365817,6.66766388383982e-07,0.224095713867794,1
8,1014.30575570859,12.4413172822122,40.7635997338794,0.883227681070527,8.82234255273862e-07,0.116771436695218,0.775645814989814,4.56982091127459e-06,0.224349615189274,1
9,1017.75013098396,16.9083069720051,30.0961572518479,0.937767144520889,4.59444069675933e-07,0.0622323960350409,0.715910743715744,6.89605692593749e-06,0.28408236022733,1
10,1018.73687501536,14.9913162692097,33.9775659695647,0.92765383306038,3.80314825488999e-06,0.0723423637913654,0.798110691281857,3.74641435444813e-07,0.201888934076708,1
11,1042.09460027926,6.48445051811698,80.3533466226432,0.46405134436141,3.04646141575093e-07,0.535948350992448,0.592993811875268,5.70791671643959e-07,0.40700561733306,1
12,1045.39430520956,8.2226444925493,63.5680106416382,0.514836509190876,5.95407498613236e-07,0.485162895401626,0.592768173266739,7.65625637701248e-07,0.407231061107623,1
13,1054.77821959975,9.62136215658356,54.8143912698477,0.544403279418083,2.67991126692339e-06,0.455594040670651,0.509278158530573,1.55774439377693e-06,0.490720283725033,1
14,1058.9352944416,10.3673446318495,51.0707096197252,0.530945122403624,1.49138265882577e-06,0.469053386213717,0.475591389274137,1.39628143798152e-06,0.524407214444425,1
15,1069.94702784564,77.5008626491036,6.9028072157724,8.14264594775145e-08,0.999999895454829,2.3118711666509e-08,5.75973519113233e-09,0.999999981547458,1.26928063480365e-08,1
16,1082.22076756626,32.764887126715,16.5149472876388,0.672989205422043,1.29245294275049e-06,0.327009502125014,0.701877866618982,6.88241664170779e-06,0.298115250964376,1
17,1084.92128087711,36.0219562602532,15.0591665960438,0.774058226917479,2.61179552220776e-06,0.225939161286998,0.862627867879015,1.35997693879057e-06,0.137370772144046,1
18,1093.54462375578,35.6041174989145,15.3569966140731,0.599842402984904,6.11702277770739e-05,0.400096426787319,0.524448260267238,9.33047217464905e-07,0.475550806685545,1
19,1093.61485813336,39.9817425318749,13.6764281504426,0.816623845396566,2.89477503157853e-06,0.183373259828403,0.745209147055897,0.00058931792406643,0.254201535020036,1
20,1118.79798973342,52.7660386289185,10.6014968984261,7.63405517378413e-07,0.999998780615157,4.5597932597055e-07,4.57341652769493e-08,0.999999842381736,1.11884098242432e-07,1
21,1124.8872539136,14.1211619110493,39.82984052585,0.481356136460359,1.31754185442317e-06,0.518642545997786,0.513600569607772,1.18731507798598e-06,0.48639824307715,1
22,1154.30622761642,20.5036073297935,28.1488571510809,0.505599291341942,1.59950506331373e-06,0.494399109152994,0.502422122768444,5.94006251094849e-06,0.497571937169045,1
23,1182.35258815873,0.580159390813024,1018.98944228223,0.000374915431820849,0.998243201226897,0.00138188334128185,0.000209274067227421,0.999771893725924,1.88322068486297e-05,1
24,1185.53567994525,34.7438048219661,17.0611089663346,0.591516261653821,6.76795527976517e-06,0.408476970390899,0.521472014925175,8.66843684497313e-07,0.47852711823114,1
25,1185.9708321357,28.7109501311196,20.6536326161187,0.476817226964987,4.98953858642927e-06,0.523177783496427,0.470425075360486,4.52805408421955e-06,0.529570396585429,1
26,1196.68676480933,64.2510818089416,9.31258066881912,0.836682149290872,5.07445309975826e-07,0.163317343263818,0.89366638485816,6.83504215319961e-07,0.106332931637624,1
27,1202.46329427709,69.0633303571518,8.7055119414218,0.888106731346574,6.69336458413748e-07,0.111892599316968,0.910391637595286,9.67085175870163e-07,0.0896073953195379,1
28,1213.78456085531,57.5428183048154,10.5467945141795,0.56354528626064,7.47558618748279e-06,0.436447238153173,0.646703054685667,1.1576108668343e-06,0.353295787703466,1
29,1214.65375851052,66.1705165975758,9.17820972970171,0.683876186099116,3.26481289402187e-06,0.316120549087989,0.906584240303586,9.34921192412427e-06,0.0934064104844896,1
30,1232.13955452167,26.9783109337325,22.8357430816963,0.505780484311827,4.45081009258714e-07,0.494219070607164,0.508807869439653,1.30422450174996e-07,0.491192000137897,1
31,1312.28606636425,41.0692323925546,15.976510758966,5.65024675977548e-05,0.999910524508896,3.2973023506232e-05,5.53158692398553e-05,0.999888855808617,5.58283221432874e-05,1
32,1317.58881124045,33.6926370992893,19.5530674455317,0.494872142410471,0.000213926403962442,0.504913931185567,0.502430290442206,0.000149647447418477,0.497420062110375,1
33,1353.82382200009,103.555062256099,6.53673414174572,0.745358639950873,8.82746061125625e-06,0.254632532588515,0.785915859239782,3.90150112986557e-07,0.214083750610105,1
34,1357.11319377839,109.797623840483,6.18006631796534,0.913408839544803,3.99958916398693e-06,0.0865871608660332,0.990630501146423,8.1897071760394e-06,0.00936130914640134,1
35,1358.24738773052,60.093149573151,11.3011832245299,2.58035994190184e-05,0.999970737731391,3.45866919002972e-06,1.47084250410218e-06,0.9999961306721,2.39848539588712e-06,1
36,1364.93917941525,111.97856575412,6.09464485557155,0.977610879671341,1.02488853632503e-06,0.0223880954401229,0.896565786360432,1.36124910087415e-05,0.103420601148559,1
37,1367.04640779796,107.853588323467,6.33751008681328,0.778875394784732,2.04404776984118e-06,0.221122561167498,0.81574440688531,8.29885807025182e-06,0.18424729425662,1
38,1386.86833296419,46.4085663555006,14.9419432862939,0.52636071663261,2.56470534091918e-06,0.473636718662049,0.103268863010866,0.000487387245802822,0.896243749743332,1
39,1393.99220560374,51.6480416569247,13.4951119237339,0.888652572014118,4.39748427960724e-06,0.111343030501603,0.591996516483736,1.11242015810698e-06,0.408002371096106,1
40,1398.4643510565,42.5931664737638,16.4165342334657,0.533965796807789,3.97106331894925e-07,0.466033806085879,0.625428165465319,2.65057938046947e-05,0.374545328740876,1
41,1502.87176861015,4.47545735077833,167.901473616857,0.838614202605996,8.35639530908854e-05,0.161302233440913,0.843422569691646,0.000103945862808017,0.156473484445546,1
42,1512.6041993709,42.6776050267307,17.7212872936929,0.543525855910832,7.38904249746389e-05,0.456400253664193,0.531628521267098,5.42004289122346e-05,0.46831727830399,1
43,1522.26510597985,43.8937948321864,17.3403223826937,1.48132396357203e-05,0.999958730876452,2.64558839119667e-05,3.18067399595066e-05,0.999943729777056,2.44634829846458e-05,1
44,1560.74991421024,163.032138667561,4.78663264484544,0.48248985379758,8.90559527438193e-06,0.517501240607145,0.754498249425339,3.66016937016546e-06,0.245498090405291,1
45,1560.91962656059,170.258019378544,4.58398268774086,0.827032989623215,5.36532734133316e-06,0.172961645049443,0.833617220041354,1.47097421379171e-06,0.166381308984432,1
46,1576.30468484795,169.746455640545,4.64311516520243,0.836755477576459,8.05581072475953e-07,0.163243716842469,0.803190755811587,4.19017438967904e-06,0.196805054014023,1
47,1577.64757268307,165.594489550414,4.76358717299819,0.528945045390457,2.54191653212631e-07,0.47105470041789,0.763742070576848,5.53077719568168e-06,0.236252398645956,1
48,1604.06194658941,58.2061201555273,13.7791519371446,0.49920744400913,4.76712203793277e-06,0.500787788868832,0.459549581073342,2.67838949702289e-06,0.540447740537161,1
49,1607.46308957612,58.739551577552,13.682970387115,0.472385964616841,1.02206134498583e-05,0.527603814769709,0.648206648691821,1.25048774901219e-05,0.351780846430689,1
50,1617.64478201838,67.2364755665063,12.0295179691439,0.451421361422852,2.98199265383642e-06,0.548575656584495,0.557355535351047,4.120260797503e-06,0.442640344388156,1
51,1642.56929522053,46.3902785883056,17.7038093454627,1.23137369786308e-05,0.999978538046298,9.14821672299182e-06,1.17138663514842e-05,0.999981311677852,6.97445579685629e-06,1
52,1646.9388819356,5.4331236514839,151.564641961147,0.0447606323700693,0.0380225275430971,0.917216840086834,0.526859307557514,0.0554879758368575,0.417652716605629,1
53,1648.8377501172,5.38764862346564,153.020163836944,0.0825535968056786,0.171018578748628,0.746427824445693,0.435557413569796,0.247549565644731,0.316893020785473,1
54,1653.04876441812,6.68527302270034,123.633601709689,0.224878300716575,0.258449269494427,0.516672429788998,0.616513506163537,0.110330376357713,0.27315611747875,1
55,1653.57176211671,7.12583780552771,116.026480481635,0.349867928553882,0.267522461436336,0.382609610009782,0.285798863919712,0.188454892169935,0.525746243910353,1
56,1672.76296548525,1.24769204512006,670.342883096723,6.77522016056457e-06,0.999908358472282,8.48663075574032e-05,0.000288832502788569,0.999697779270821,1.33882263900045e-05,1
57,1674.98588406305,0.346698809370544,2415.62105030603,0.00261531071693959,0.987524105554256,0.00986058372880449,0.0142326466477921,0.984033118849827,0.00173423450238066,1
58,1676.0496792182,0.107822424224946,7772.26857616149,0.358322499712213,0.0141364780561334,0.627541022231653,0.553138973595429,0.0142843457098595,0.432576680694711,1
59,1676.090310707,0.965258870784685,868.20767020999,0.208439705618504,0.00240081102900997,0.789159483352486,0.780766594528544,0.00320625198559958,0.216027153485856,1
60,1682.77411391903,8.59502266452685,97.8923604741688,0.426363833386966,0.186538394300963,0.387097772312071,0.594504087049601,0.0211149253146235,0.384380987635776,1
61,1682.83091172206,8.44505745536267,99.6340712077364,0.012901995219526,0.357535487892918,0.629562516887556,0.633892069947298,0.295396173664399,0.0707117563883026,1
62,1684.53278801757,9.3956657809154,89.6441416338593,0.263996769097355,0.575659595926175,0.16034363497647,0.0513011052382,0.512555565513964,0.436143329247836,1
63,1684.60328525019,9.36104214475407,89.9794733962522,0.0976248768541983,0.423669533011727,0.478705590134075,0.434575221289851,0.182489170480227,0.382935608229922,1
64,1705.65259757526,2.70004785171177,315.855994273197,0.0184683017430946,0.978206028110083,0.00332567014682244,0.0146740905967796,0.978122790749281,0.00720311865393973,1
65,1711.50960816601,3.05992660180798,279.665140849253,0.0435226110283998,0.884496773148396,0.0719806158232039,0.0177394471127785,0.951418138051576,0.0308424148356453,1
66,1715.04198539333,2.94915004999374,290.768858199835,0.00421825271412242,0.993063117017945,0.00271863026793255,0.00686146357880489,0.985276948299037,0.00786158812215814,1
67,1716.38909919989,3.94416882594244,217.585653016484,0.00172763703005957,0.997020826692606,0.00125153627733415,0.00462407419864016,0.992868218205041,0.00250770759631919,1
