comsol_index,frequency_real_Hz,frequency_imag_Hz,Q,Forward,Backward,pml_fraction,mode_class,matched_theory_index,theory_real_Hz,theory_imag_Hz,theory_Forward,theory_Backward,pair_quality
17,1667.45530344692,0.987196591211235,844.540650915866,0.115695632932044,0.877973971475163,0.000335002035610094,physical,18,1666.82083750025,1.11752954676863,0.160202509919765,0.834323531166877,high
18,1668.65277324633,0.719680522993558,1159.30105090622,2.85521729216783e-05,8.69175500422163e-05,0.829458234143763,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
19,1668.65393137292,0.721486343704357,1156.40021875223,4.42438958662246e-05,0.000164201169929492,0.824349211675402,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
20,1668.65507230657,0.675065919695458,1235.92009581772,6.14635810895223e-07,1.22960634596708e-05,0.808599621306404,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
21,1668.65815444543,0.646456493279185,1290.61906856335,9.11559261131507e-06,5.4262457457607e-05,0.783058338593712,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
22,1671.34564679514,6.36537299629035,131.284187727033,2.99080612981442e-06,6.30702600961648e-07,0.424030400456663,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
23,1671.36918332475,6.33107358450178,131.997295641627,2.22747921651935e-06,7.82579944361932e-08,0.416671506432247,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
24,1671.39594749049,6.00115811217681,139.256116590154,2.67161799294153e-06,1.46334822801551e-05,0.385660402994992,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
25,1671.5419820552,5.65021207085068,147.918517136609,9.10331703883593e-07,5.55370946669098e-06,0.339567819721904,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
26,1676.08603444147,106.595246990881,7.86191730755525,2.54727552159847e-08,1.48020274092303e-08,0.0255083496859625,physical,14,1656.34548597824,77.2677651768627,0.492394466723387,0.508868263677541,ambiguous
27,1676.74702818993,17.5806267662835,47.6873506980317,2.12410870548978e-06,9.91197026281735e-08,0.340990511230644,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
28,1676.75248464041,17.4202542571584,48.1265215733401,1.22649713337982e-06,2.5445852345799e-07,0.33670526678446,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
29,1676.90307243655,16.5364163651731,50.7033396899778,2.87821033573377e-06,3.79525985755422e-06,0.320345369802488,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
30,1677.40415179825,15.1413596102825,55.3914640089228,4.5010636955341e-07,2.00692604693911e-07,0.287276120203001,physical,20,1695.3217544853,4.76910209752138,1.43284891255897e-05,5.70917554547582e-07,low
31,1684.95264395127,33.8578670597659,24.8827346533228,8.70210572670315e-07,3.8453384441329e-07,0.355266883615555,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
32,1685.0395971757,34.1910416743284,24.6415364180155,1.82461267001143e-06,3.54837026115169e-08,0.357340992329365,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
33,1685.29740685347,32.1072319117138,26.2448256437611,4.29399126926709e-06,1.81827977976075e-06,0.340658480078616,PML-dominated,NaN,NaN,NaN,NaN,NaN,not-applicable
34,1686.4792544583,28.880735164896,29.1973047920917,6.07121745907395e-07,4.28760725189522e-08,0.297698279144523,physical,19,1689.54229611763,3.14067987342122,7.5657412004398e-07,7.49954464119277e-07,moderate
