comsol_index,comsol_real_Hz,comsol_imag_Hz,matlab_real_Hz,matlab_imag_Hz,delta_real_Hz,real_error_percent,delta_imag_Hz,imag_error_percent,complex_distance_Hz,complex_error_percent
4,1308.6538753158,126.673566293862,1393.82379986444,211.554853862098,85.16992454864,6.5082086375274,84.881287568236,67.0078928474511,120.244538449206,9.14566832975431
5,1319.33730331406,121.344505030376,1393.82379986444,211.554853862098,74.48649655038,5.64575081469132,90.210348831722,74.3423435689484,116.987799383913,8.8298955583194
6,1329.73041172311,96.4767349665459,1393.82379986444,211.554853862098,64.09338814133,4.82002874990846,115.078118895552,119.280693874494,131.722951120805,9.88001900666748
7,1392.34951632836,129.699448516987,1393.82379986444,211.554853862098,1.47428353607984,0.105884587080372,81.855405345111,63.1116063183493,81.8686808013735,5.85454868060666
8,1412.01041048795,117.131117283018,1393.82379986444,211.554853862098,-18.18661062351,1.28799408902553,94.42373657908,80.6137077570333,96.1592160717144,6.78678175633957
9,1449.00246233249,100.099015635459,1393.82379986444,211.554853862098,-55.1786624680501,3.80804476889762,111.455838226639,111.345588684448,124.366750647292,8.56251513910835
