comsol_index,theory_index,comsol_real_Hz,theory_real_Hz,comsol_imag_Hz,theory_imag_Hz,real_relative_error,imag_relative_error,comsol_Eoz1_ratio,theory_Eoz1_ratio,Eoz1_ratio_absolute_error,comsol_Eoz0_ratio,theory_Eoz0_ratio,Eoz0_ratio_absolute_error,comsol_Eoz_1_ratio,theory_Eoz_1_ratio,Eoz_1_ratio_absolute_error,comsol_Eof1_ratio,theory_Eof1_ratio,Eof1_ratio_absolute_error,comsol_Eof0_ratio,theory_Eof0_ratio,Eof0_ratio_absolute_error,comsol_Eof_1_ratio,theory_Eof_1_ratio,Eof_1_ratio_absolute_error
7,1,1392.34951632836,1393.82379986444,129.699448516987,211.554853862098,0.0010588458708047,0.631116063183491,0.0254345382463986,0.243003769090114,0.217569230843716,0.943974429144763,0.389327349916635,0.554647079228128,0.0305910326088381,0.367668880993251,0.337077848384412,0.0216361228158915,0.363395746088617,0.341759623272726,0.96087888294401,0.396167058498691,0.564711824445319,0.017484994240099,0.240437195412692,0.222952201172593
