theory_index,frequency_real_Hz,frequency_imag_Hz,Q,Eoz1_fraction,Eoz0_fraction,Eoz_1_fraction,Eof1_fraction,Eof0_fraction,Eof_1_fraction,source_shift_index
1,915.766890454458,59.2422016960799,7.72900790514555,0,1,0,0,1,0,1
2,971.545460587575,-0.0639516385547323,7595.9387636025,0,1,0,0,1,0,2
3,991.154512210069,7.96371613479787,62.2293973964722,0,1,0,0,1,0,2
4,993.115895062941,8.71887654838615,56.9520562397896,0,1,0,0,1,0,5
5,994.175336116585,7.84109247515028,63.3952054045589,0,1,0,0,1,0,2
6,996.137895968522,8.5780358038149,58.0632862085695,0,1,0,0,1,0,5
7,1013.71173837321,13.5525385306687,37.3993306154134,0.966209332562731,3.55942730325649e-06,0.0337871080099654,0.775903619365933,6.66766368225855e-07,0.224095713867699,5
8,1014.30575570853,12.4413172822739,40.763599733675,0.883227681077583,8.82234295094734e-07,0.116771436688122,0.775645814817783,4.56982156489155e-06,0.224349615360652,5
9,1017.75013098396,16.9083069720031,30.0961572518514,0.937767144520943,4.59444069741363e-07,0.0622323960349868,0.715910743717556,6.89605692677992e-06,0.284082360225518,2
10,1018.73687501535,14.9913162692086,33.9775659695669,0.92765383306017,3.80314827879344e-06,0.0723423637915514,0.798110691282217,3.74641434570262e-07,0.201888934076348,5
11,1042.09460027926,6.48445051811871,80.3533466226216,0.46405134436153,3.04646141518685e-07,0.535948350992329,0.59299381187555,5.70791671527125e-07,0.407005617332778,1
12,1045.39430520956,8.22264449255139,63.568010641622,0.514836509191291,5.95407498414248e-07,0.485162895401211,0.592768173266777,7.65625637668158e-07,0.407231061107586,2
13,1054.77821959975,9.62136215658505,54.8143912698391,0.544403279418141,2.67991126701148e-06,0.455594040670592,0.509278158530544,1.5577443940298e-06,0.490720283725062,5
14,1058.9352944416,10.3673446318492,51.0707096197264,0.530945122403628,1.49138265899871e-06,0.469053386213713,0.475591389274181,1.39628143798701e-06,0.524407214444381,2
15,1069.94702784564,77.5008626491049,6.9028072157723,8.14264594806699e-08,0.999999895454829,2.31187116600152e-08,5.75973519452091e-09,0.999999981547458,1.2692806351201e-08,5
16,1082.22076756626,32.7648871267151,16.5149472876387,0.672989205422013,1.2924529426657e-06,0.327009502125045,0.70187786661859,6.88241664191748e-06,0.298115250964768,2
17,1084.92128087711,36.0219562602524,15.0591665960441,0.774058226917454,2.61179552200574e-06,0.225939161287024,0.862627867879153,1.35997693909606e-06,0.137370772143908,2
18,1093.54462375577,35.6041174989125,15.3569966140738,0.599842402986444,6.11702277767785e-05,0.400096426785779,0.524448260266929,9.33047217506005e-07,0.475550806685854,2
19,1093.61485813335,39.9817425318718,13.6764281504435,0.816623845396543,2.8947750321906e-06,0.183373259828425,0.745209147055417,0.000589317924090468,0.254201535020492,2
20,1118.79798973342,52.7660386289138,10.601496898427,7.63405517453742e-07,0.999998780615157,4.55979325963684e-07,4.57341652710456e-08,0.999999842381736,1.11884098235108e-07,2
21,1124.8872539136,14.1211619110503,39.8298405258471,0.481356136460325,1.31754185431062e-06,0.518642545997821,0.513600569607785,1.18731507787243e-06,0.486398243077137,1
22,1154.30622761642,20.5036073297915,28.1488571510836,0.505599291341764,1.59950506329401e-06,0.494399109153173,0.502422122768452,5.94006251082515e-06,0.497571937169038,1
23,1182.35258815873,0.5801593908218,1018.98944226682,0.000374915429806436,0.998243201233294,0.00138188333689941,0.000209274064020677,0.999771893728636,1.88322073428503e-05,3
24,1185.5356799452,34.74380482203,17.0611089663025,0.591516261650076,6.7679552943256e-06,0.408476970394629,0.521472014926083,8.66843686026989e-07,0.478527118230231,3
25,1185.97083213566,28.7109501311643,20.6536326160858,0.476817226967255,4.989538582654e-06,0.523177783494163,0.470425075359639,4.52805408161289e-06,0.529570396586279,3
26,1196.68676480933,64.2510818089333,9.31258066882034,0.836682149290563,5.07445310048028e-07,0.163317343264127,0.893666384857687,6.8350421529251e-07,0.106332931638097,3
27,1202.46329427708,69.0633303571496,8.70551194142204,0.888106731346561,6.69336458421305e-07,0.11189259931698,0.910391637594997,9.67085175880882e-07,0.0896073953198271,5
28,1213.78456085531,57.542818304806,10.5467945141812,0.56354528626418,7.4755861874317e-06,0.436447238149632,0.646703054685599,1.15761086682552e-06,0.353295787703534,2
29,1214.65375851051,66.1705165975824,9.17820972970072,0.683876186099635,3.26481289399492e-06,0.316120549087471,0.906584240303124,9.34921192553651e-06,0.09340641048495,3
30,1232.13955452167,26.9783109337336,22.8357430816953,0.505780484311477,4.4508100925572e-07,0.494219070607514,0.508807869439648,1.30422450172483e-07,0.491192000137902,3
31,1312.28606636424,41.0692323925567,15.9765107589652,5.65024675945362e-05,0.999910524508902,3.29730235036894e-05,5.53158692377663e-05,0.999888855808621,5.58283221408834e-05,3
32,1317.58881124045,33.6926370992903,19.553067445531,0.494872142410454,0.000213926403978498,0.504913931185567,0.502430290442129,0.000149647447432044,0.497420062110439,6
33,1353.82382200009,103.555062256097,6.53673414174583,0.745358639950832,8.82746061124538e-06,0.254632532588556,0.78591585923966,3.90150113021434e-07,0.214083750610227,6
34,1357.11319377839,109.797623840483,6.18006631796536,0.913408839544819,3.99958916400289e-06,0.0865871608660169,0.990630501146426,8.18970717579482e-06,0.00936130914639797,5
35,1358.24738773052,60.0931495731495,11.3011832245301,2.58035994190397e-05,0.999970737731391,3.4586691902378e-06,1.47084250387981e-06,0.9999961306721,2.39848539646831e-06,6
36,1364.93917941525,111.978565754121,6.0946448555715,0.977610879671175,1.02488853631779e-06,0.0223880954402883,0.896565786360288,1.36124910097437e-05,0.103420601148702,3
37,1367.04640779795,107.853588323471,6.33751008681301,0.778875394784388,2.04404776981312e-06,0.221122561167842,0.815744406885578,8.29885807041773e-06,0.184247294256351,3
38,1386.86833296419,46.4085663554995,14.9419432862942,0.526360716632606,2.56470534095318e-06,0.473636718662053,0.103268863010804,0.000487387245803531,0.896243749743392,2
39,1393.99220560373,51.6480416569246,13.4951119237338,0.888652572014202,4.39748428051364e-06,0.111343030501517,0.591996516483548,1.11242015819523e-06,0.408002371096294,6
40,1398.4643510565,42.5931664737638,16.4165342334657,0.533965796807762,3.97106331924628e-07,0.466033806085906,0.625428165465299,2.65057938046101e-05,0.374545328740896,1
41,1502.87176861015,4.47545735077856,167.901473616848,0.838614202605994,8.35639530921221e-05,0.161302233440914,0.843422569691684,0.000103945862809014,0.156473484445507,1
42,1512.6041993709,42.6776050267307,17.7212872936929,0.543525855910839,7.38904249744512e-05,0.456400253664186,0.531628521267098,5.42004289124159e-05,0.46831727830399,2
43,1522.26510597985,43.8937948321859,17.3403223826938,1.48132396368764e-05,0.99995873087645,2.64558839132898e-05,3.18067399614686e-05,0.999943729777052,2.44634829860511e-05,1
44,1560.74991421024,163.032138667563,4.78663264484539,0.482489853797563,8.90559527423668e-06,0.517501240607163,0.754498249425319,3.66016937021071e-06,0.245498090405311,6
45,1560.91962656059,170.258019378546,4.5839826877408,0.827032989623134,5.36532734134594e-06,0.172961645049525,0.833617220044765,1.47097421545413e-06,0.166381308981019,4
46,1576.30468484795,169.746455640548,4.64311516520234,0.836755477576448,8.05581072442204e-07,0.163243716842479,0.80319075581143,4.19017438983768e-06,0.19680505401418,1
47,1577.64757268307,165.594489550415,4.76358717299816,0.528945045390475,2.5419165321881e-07,0.471054700417871,0.763742070576911,5.53077719567518e-06,0.236252398645894,5
48,1604.06194658941,58.2061201555266,13.7791519371447,0.49920744400918,4.76712203790906e-06,0.500787788868782,0.459549581073398,2.67838949700849e-06,0.540447740537105,5
49,1607.46308957612,58.7395515775501,13.6829703871155,0.472385964616864,1.02206134496845e-05,0.527603814769686,0.648206648691717,1.25048774900424e-05,0.351780846430793,6
50,1617.64478201838,67.2364755665069,12.0295179691438,0.451421361422848,2.98199265337937e-06,0.548575656584498,0.557355535351019,4.12026079764502e-06,0.442640344388184,1
51,1642.56929522053,46.3902785883074,17.703809345462,1.2313736979565e-05,0.999978538046298,9.1482167228672e-06,1.17138663513195e-05,0.999981311677851,6.97445579731039e-06,4
52,1646.9388819356,5.43312365148251,151.564641961186,0.0447606323699231,0.0380225275431554,0.917216840086922,0.526859307556502,0.0554879758371254,0.417652716606372,5
53,1648.8377501172,5.38764862346441,153.020163836979,0.0825535968052614,0.171018578748478,0.746427824446261,0.435557413568229,0.247549565645506,0.316893020786266,4
54,1653.04876441812,6.68527302270222,123.633601709654,0.224878300716244,0.258449269494717,0.516672429789039,0.616513506164236,0.110330376357954,0.273156117477811,1
55,1653.57176211671,7.1258378055278,116.026480481633,0.349867928553777,0.267522461436254,0.382609610009969,0.285798863920336,0.188454892171129,0.525746243908535,1
56,1672.76296548525,1.24769204512046,670.342883096505,6.77522016009285e-06,0.999908358472283,8.48663075567485e-05,0.000288832502786832,0.999697779270824,1.33882263890219e-05,5
57,1674.98588406305,0.346698809371696,2415.621050298,0.00261531071690468,0.987524105554352,0.00986058372874301,0.0142326466476379,0.984033118849996,0.00173423450236667,1
58,1676.0496792182,0.107822424223796,7772.26857624436,0.358322499712584,0.014136478055977,0.627541022231439,0.553138973594936,0.014284345709748,0.432576680695316,5
59,1676.090310707,0.965258870784028,868.207670210582,0.208439705618617,0.00240081102897876,0.789159483352404,0.780766594528635,0.00320625198557288,0.216027153485792,5
60,1682.77411391903,8.59502266452743,97.8923604741621,0.426363833392099,0.18653839430013,0.387097772307771,0.594504087051,0.0211149253140679,0.384380987634933,4
61,1682.83091172206,8.44505745536371,99.6340712077239,0.0129019952189542,0.357535487896612,0.629562516884434,0.633892069951688,0.295396173659617,0.0707117563886951,5
62,1684.53278801757,9.39566578091582,89.6441416338552,0.263996769098622,0.575659595924289,0.160343634977089,0.0513011052373769,0.512555565515709,0.436143329246914,1
63,1684.60328525019,9.3610421447559,89.9794733962345,0.0976248768552902,0.423669533013116,0.478705590131593,0.434575221293052,0.182489170470953,0.382935608235994,5
64,1705.65259757526,2.70004785171397,315.855994272939,0.0184683017431943,0.978206028109916,0.00332567014689013,0.0146740905967747,0.978122790749305,0.00720311865392028,1
65,1711.50960816601,3.05992660180821,279.665140849231,0.0435226110284544,0.8844967731483,0.071980615823246,0.0177394471127647,0.951418138051419,0.0308424148358165,1
66,1715.04198539333,2.94915004999421,290.768858199789,0.00421825271411057,0.99306311701796,0.00271863026792948,0.00686146357880221,0.985276948299037,0.00786158812216048,1
67,1716.38909919989,3.94416882594174,217.585653016523,0.00172763703003984,0.997020826692597,0.001251536277363,0.00462407419863365,0.992868218205046,0.00250770759632059,2
68,1722.17575633875,63.024757913049,13.6626923558732,0.513433399855935,1.61829487352582e-05,0.48655041719533,0.475440598051799,9.47288099582401e-06,0.524549929067206,1
69,1747.94175734961,1.36764640128345,639.03277766434,0.0546111408522878,0.937204194147898,0.00818466499981409,0.00567919631126811,0.988791325156572,0.00552947853215992,2
70,1768.92109953355,5.90525762287411,149.775099792565,0.0553271030787764,0.881221802832557,0.0634510940886666,0.0956484979961112,0.860157025744426,0.0441944762594625,6
71,1777.37416178696,10.2326327362883,86.8483315874225,0.0115982877998065,0.987036687215916,0.0013650249842778,0.0201923141205456,0.967656758099888,0.0121509277795666,5
