case_name,frequency_real_Hz,frequency_imag_Hz,Eoz1_fraction,Eoz0_fraction,Eoz_1_fraction,Eof1_fraction,Eof0_fraction,Eof_1_fraction
eigen,1479.18182971742,4.27605472084719,0.989618692273398,0.000002316540771,0.010378991185831,0.993294108429061,0.000001287647091,0.006704603923848
radiation,1479.2,0,0.976363255518078,0.021093891216545,0.002542853265377,0.965447211483027,0.013443418469244,0.021109370047729

