comsol_index,frequency_real_Hz,frequency_imag_Hz,Q,Eoz1,Eoz0,Eoz_1,Eof1,Eof0,Eof_1,Forward,Backward,pml_fraction
55,1606.42688562248,109.615485539061,7.32755448613163,3.26513661378194e-05,4.02319016315123e-13,3.24992573082192e-05,3.26374388538557e-05,8.50947152933593e-13,3.28094469591502e-05,0.501167359714277,0.49868588893216,NaN
56,1609.9906562647,108.059878579247,7.44953019304009,2.91339103489064e-05,2.43065064887528e-09,2.90018462672586e-05,3.09436420537653e-05,1.9718808515309e-07,3.10624748237525e-05,0.501114873348252,0.497459774401618,NaN
57,1656.91598666034,0.237339268663547,3490.60649758971,6.30174572838461e-08,3.00622304527616e-13,6.33847154171525e-08,7.02835370603481e-08,1.1028215929492e-13,7.06873832863481e-08,0.498546077675748,0.498567235742133,NaN
58,1664.01070650559,112.035063765932,7.42629428043219,1.89741644748557e-08,9.28645850833171e-05,1.95470693538833e-08,1.24813714139259e-07,9.06255445062374e-05,1.27028903683799e-07,0.000204236060849065,0.00137342982769598,NaN
59,1668.82841165628,0.304283140041498,2742.22950937847,1.65307517484521e-08,1.12739536127169e-08,1.7656813599041e-08,1.9310254362292e-08,1.03011002470357e-08,1.82900673658102e-08,0.363620752815597,0.403124866988594,NaN
60,1668.89927281397,0.707542050419854,1179.36401930009,1.0853481119451e-08,9.30601297328304e-12,1.27916780476471e-08,1.40783193173969e-08,1.11604235944679e-11,1.19818765649527e-08,0.458834348476201,0.539991826746167,NaN
61,1668.90270021129,0.639926085910999,1303.98083228271,4.9915330627616e-10,8.61190513368747e-10,2.4323531668293e-09,2.73740947748275e-09,7.84389199841432e-10,5.86293843540225e-10,0.131609065542615,0.66634562478324,NaN
62,1668.90474515992,0.574902314886799,1451.46810331468,5.78086641304452e-09,1.78084788250391e-11,7.42940698169394e-09,8.05055937268612e-09,1.23753973645751e-11,6.29765526721561e-09,0.437014713720336,0.560600877247703,NaN
63,1670.87460416957,3.38506414492781,246.801025421218,2.85433562289548e-08,1.92048687445536e-08,2.90597742183785e-08,3.26488508389157e-08,1.74588889672371e-08,3.28407926828039e-08,0.371619577768793,0.39360371858613,NaN
64,1671.60381834227,5.75916009116796,145.12565998172,3.08684646438889e-09,2.37399674611398e-09,3.83430904550715e-09,4.59035720059556e-09,2.19122667041256e-09,3.79283002891076e-09,0.332092081912161,0.434100390247707,NaN
