comsol_index,frequency_real_Hz,frequency_imag_Hz,Q,Eoz1,Eoz0,Eoz_1,Eof1,Eof0,Eof_1,Eoz1_fraction,Eoz0_fraction,Eoz_1_fraction,Eof1_fraction,Eof0_fraction,Eof_1_fraction,po9_real,po9_imag,po10_real,po10_imag,po11_real,po11_imag,po12_real,po12_imag,po13_real,po13_imag,po14_real,po14_imag,po15_real,po15_imag,po16_real,po16_imag
41,1710.29665486246,85.4805887833037,10.0040060510002,2.22214939863567e-13,8.15091716938104e-09,1.0964893920504e-13,7.39324884110419e-14,7.21150733853252e-09,1.87900312609701e-13,2.72614588214454e-05,0.999959286745171,1.3451796007904e-05,1.02516437582224e-05,0.999963693679761,2.60546764803007e-05,1.23228690482225,1.23950238741531,-1.22902314064692,-1.21044370874491,1.23250843774863,1.23976543623512,-1.22909188936207,-1.21043105639115,-1.64453900747355,-1.63468686447535,1.6176825918814,1.62793064107937,-1.64445983896675,-1.63486467314971,1.61769321722091,1.62817389461425
42,1711.03147142273,87.8991981642239,9.73291854281753,1.1389871390037e-13,2.31631481181756e-08,1.27772571542313e-13,4.48484442205722e-14,4.70530373336153e-08,6.32387579246962e-14,4.91718677342258e-06,0.999989566670179,5.51614304744148e-06,9.53144445912648e-07,0.999997702869783,1.34398577096438e-06,1.57061625314105,-0.865287421382593,-1.54023411616039,0.904548030525498,1.5706305709906,-0.865312133869146,-1.54016965357519,0.904256992840816,1.96468819286099,-1.13137607664813,-1.9173056876174,1.18380212642646,1.9647094065619,-1.13129917420765,-1.91739442214471,1.18364128862153
43,1716.05725249063,99.3040501772569,8.64041924487208,5.31172283115077e-05,7.52073246057125e-13,1.30423762980552e-05,5.40394813217738e-05,2.59204413601982e-13,1.29763538803782e-05,0.802864950919261,1.13675594336787e-08,0.197135037713179,0.806368837301667,3.86780843389542e-09,0.193631158830524,1.67657373185704,0.00608779643910368,-1.45356396384949,1.10316906655333,-1.67376932722519,-0.00828974661164936,1.4513021018295,-1.10112411381355,-2.02563770661361,1.01622556849866,0.918379857819978,0.477641039158126,2.02660501263894,-1.01506849266035,-0.919359903478289,-0.479129449104181
44,1716.41298504369,138.044219314656,6.21689554827113,4.17542246488035e-14,2.74739904642734e-09,1.21598769340466e-15,4.05557190957945e-13,3.59287168804013e-09,2.11245175693305e-13,1.51974907553725e-05,0.999984359920216,4.42589028645599e-07,0.000112858909118709,0.999828355546902,5.87855439796865e-05,-1.52050490147653,0.480273739755338,1.50594714985533,-0.489250557030893,-1.52048976146758,0.480362505326552,1.5058696929562,-0.489207575596466,-1.95630742538794,0.645563966638661,1.94409108240863,-0.660727542078123,-1.95602880622062,0.645204950799565,1.94395032045419,-0.660675642545824
45,1716.49636552996,137.86484656837,6.22528660588874,8.7646244910913e-14,3.33879570785962e-08,7.4938706499842e-14,9.51173358830469e-15,3.0874522667951e-08,2.58995207391045e-13,2.62507280416283e-06,0.999995130454993,2.24447220313693e-06,3.08074426622838e-07,0.999991303360095,8.38856547802873e-06,-0.457598501328267,-1.59282397441972,0.462927388078116,1.65215032071168,-0.457827834044078,-1.59274633819159,0.462885760305552,1.6521541258891,-0.247228597088146,-0.883048896432356,0.251661769515497,0.940055941791411,-0.247036764478844,-0.883038507656482,0.251580533830971,0.940292987009667
46,1716.51804272291,138.071556306308,6.21604510242089,1.34306564815838e-13,1.4711497785322e-09,1.40155139753198e-14,4.57932389493029e-13,4.12587095651138e-10,1.32930523465049e-13,9.12844003265303e-05,0.999899189648427,9.52595124638541e-06,0.00110831756632049,0.998569955389171,0.000321727044508904,1.14680793858923,1.10549488117945,-1.15189620909199,-1.09394444661087,1.14690949468662,1.10531592706884,-1.151786564961,-1.0939177515671,-1.41597861752361,-1.46935854822493,1.41282128000679,1.46349828201374,-1.41556207352307,-1.46928065067164,1.41271004975438,1.46333262865137
47,1716.5181898607,137.866723096732,6.2252810225145,1.16950161268602e-13,5.75115400487111e-09,1.96865714015464e-14,1.44349488952316e-14,8.00747768845971e-09,1.08697256508367e-13,2.03345941904945e-05,0.999976242422582,3.42298322730159e-06,1.80265590387317e-06,0.999984623083972,1.35742601239379e-05,0.679840094411198,-1.40921817646352,-0.699926525656144,1.42364308804565,0.679680346063242,-1.40932243488758,-0.699936236460699,1.42352371634501,-0.499151793127344,0.895850847260983,0.520513971298272,-0.915595476940837,-0.499215494372076,0.895786862111931,0.520651627554609,-0.915731924105838
48,1716.65273987886,52.9466512837993,16.2111549857746,6.02443986965793e-14,6.8032652184283e-08,2.88998620495004e-14,1.67194334915569e-14,1.35132241902441e-07,1.72916421122267e-13,8.85520670196825e-07,0.999998689685892,4.24793437470602e-07,1.23726283181833e-07,0.9999985966666,1.27960711691378e-06,1.6303229081354,-0.805823178906658,-1.60306404875726,0.886251317192146,1.63035091402262,-0.805928559238736,-1.6029779292714,0.886134348371764,2.06542782480726,-1.05494197720946,-1.98467107616968,1.14316014628205,2.06535727026753,-1.05475029274267,-1.98477213378339,1.14302508791176
49,1718.68612145878,104.953585217051,8.18783902381426,5.6246776825607e-05,1.0418874544809e-13,1.3746355045794e-05,5.66706190905822e-05,4.29915823089133e-14,1.34087867218944e-05,0.803604228558071,1.48855669845474e-09,0.196395769953373,0.808662950246179,6.13469560480853e-10,0.191337049140352,1.0869264028692,1.48550537230433,-0.0392056208536878,1.75908746282531,-1.08530692027125,-1.48474136568815,0.0377070864701499,-1.75967947769026,-0.494759451267068,1.00932034361473,0.969636599112487,2.07038327588683,0.494955499562688,-1.0094217892228,-0.969710028379143,-2.07022520103613
50,1721.13143167498,201.154312450052,4.27813704491757,8.00854196914235e-14,3.85926519853952e-11,4.09609015561298e-14,2.1979967892198e-13,1.72898430225524e-11,7.96373026977033e-14,0.00206865846442994,0.996873294814441,0.00105804672112923,0.0124962294573652,0.9829761660768,0.00452760446583451,0.958851799148915,1.12403657241053,-0.960860883815142,-1.12321360719501,0.959023937965892,1.12399711424823,-0.960744037366583,-1.12319806530705,-1.05427113473646,-1.33138762351416,1.05501848431135,1.33034139346756,-1.05397619174824,-1.33126089587051,1.05501093639733,1.33024965346447
51,1721.13345717564,201.150742205875,4.27821801277293,5.63961928925114e-14,6.2377783496622e-11,2.80035896473155e-14,2.42777486426638e-13,6.1909439868791e-11,8.85456422272065e-14,0.000902885392917827,0.998648785903582,0.000448328703499832,0.00390061873818295,0.994676750208421,0.00142263105339569,-1.32259743633785,0.0736695933258635,1.32123277593248,-0.0759202927299257,-1.32266143809412,0.0737999900132924,1.3211582764532,-0.0758511209169678,-1.80531682528064,0.205075313527254,1.8050501435717,-0.207526397313772,-1.80503487427423,0.204887301402191,1.80497230244167,-0.207576358142287
52,1721.14018032583,201.153616501744,4.27817359254615,9.54248741987085e-14,9.83325790929185e-10,1.74983252381312e-13,9.58715029485807e-17,1.46978807983331e-10,2.99587044622579e-14,9.70163104435689e-05,0.999725082176162,0.000177901513394717,6.52147777212485e-07,0.999795559427901,0.00020378842432152,-0.451583681889023,-1.66724305331566,0.447706686879546,1.67669111003679,-0.451878186080043,-1.66731999589224,0.447621397703745,1.676719134217,0.267331346470895,-0.329119082793045,-0.268929900905727,0.332690730195058,0.267343885635559,-0.329046542894727,-0.269002938477381,0.332711705370241
53,1721.14099798846,201.153820352366,4.27817128944779,1.29837666141453e-14,2.88439581988754e-10,2.53195336479174e-14,3.29011527406553e-15,5.62038381695209e-10,1.62582433783663e-13,4.50078403796439e-05,0.999867222750112,8.7769409507944e-05,5.85217071771932e-06,0.999704960345274,0.000289187484008301,0.605919555104328,-0.0421064390905997,-0.607454422312449,0.0368251119717214,0.605973969302209,-0.0422054300130033,-0.607456323615883,0.0367863538441824,-0.790498097533841,0.718084285916197,0.797986486238148,-0.719644267383069,-0.79049684133354,0.71791839679227,0.798165655507748,-0.719690702051698
54,1732.69628547312,79.0675566177807,10.9570622869322,4.0710011122114e-13,1.91566774871377e-08,6.48740750165219e-14,1.11856648264625e-13,1.74616339365133e-08,3.03977080691268e-14,2.1250557763984e-05,0.999975363026363,3.38641587296142e-06,6.40580013407294e-06,0.999991853385659,1.74081420680566e-06,1.30345823934523,1.26923001110342,-1.30582955180447,-1.22431289486136,1.30384098597514,1.26921089183843,-1.30582318579155,-1.22414844918544,-1.74165218524453,-1.73005776047943,1.70546538393141,1.70654649268685,-1.74155126782502,-1.72996111373995,1.70564524375324,1.70656999950967
55,1737.32374983202,110.316658266094,7.87425841726203,3.62596885706146e-05,1.32624292403363e-13,3.70434763997918e-05,3.6651614258431e-05,1.86954797375119e-13,3.68616669449557e-05,0.494653791819904,1.80925737949997e-09,0.505346206370839,0.498571327047937,2.54314314147433e-09,0.501428670408919,-0.977299162123414,1.99951457133955,0.60514941513841,-1.2002341654127,0.974914183265065,-1.99862886924599,-0.602571364392974,1.19921056586874,-0.942009164920517,1.91235554690942,0.655856221853609,-1.34220727308977,0.94240263570078,-1.91089908867676,-0.656480890855844,1.34091175104935
56,1744.173116348,88.3145501276916,9.8747777904442,6.40757570603063e-13,2.8170793008829e-07,1.3161119682719e-12,2.63686511083332e-13,2.76895935333616e-07,3.82151558909244e-13,2.27452993404872e-06,0.999993053600071,4.67186999535063e-06,9.52292404505481e-07,0.999997667583806,1.38012378951077e-06,-1.10829273152401,-1.60177941618,1.03143603397009,1.7565017461056,-1.10888912536724,-1.60229938535271,1.03153010524855,1.7567918086179,-0.721407446473209,-0.819445040735311,0.643771008321905,0.972076353618575,-0.721052356440142,-0.819180154455891,0.643584068070588,0.971998195145591
57,1744.69521819032,88.6775638171568,9.83729786368334,4.64635548448435e-13,1.31131758837199e-07,6.95024775226406e-13,1.28772528433015e-13,1.34625675898255e-07,1.02621210248063e-13,3.54324111574787e-06,0.999991156604025,5.30015485958652e-06,9.5652115572166e-07,0.999998281209439,7.62269404992641e-07,0.986605620736382,-1.52695828828326,-1.07255050054776,1.6078351682805,0.986993961107226,-1.52738744648776,-1.0728011653748,1.60800319888432,-0.669570409595594,0.942957796380208,0.757568828356856,-1.02357054663725,-0.669335174783715,0.942810245215042,0.75748575158694,-1.02353885848471
58,1769.73636740708,71.8982827338847,12.30722278832,6.67810599551015e-14,9.67262355178432e-09,6.34183870074583e-14,5.60403766001601e-14,1.21666401644905e-07,2.40541290173758e-13,6.9040380508602e-06,0.999986539567706,6.55639424288927e-06,4.60605715590309e-07,0.999997562343097,1.97705118721817e-06,-0.797945088741867,-1.66982723349266,0.808835881083992,1.69992724631518,-0.798125291561424,-1.66982020540323,0.808957900354787,1.69991908513029,-0.99424354544877,-2.05683496207089,1.10239500886248,2.09131570339428,-0.994102816257758,-2.05666026558196,1.10216029959521,2.09126338034183
59,1808.1266262528,101.860974263249,8.87546304819299,5.48093556028472e-14,6.03704008546578e-05,1.03598335322418e-14,8.20155660119804e-13,5.95188424188984e-05,1.14744278045709e-12,9.07884572037795e-10,0.999999998920511,1.71604517684086e-10,1.37797645195187e-08,0.999999966941589,1.92786468266413e-08,-1.41603865341152,0.610062856524149,-0.965698860037879,0.243005837900843,-1.41606857345509,0.610132735249558,-0.965764009009024,0.242889507491471,1.27075699291324,-0.873407824763617,1.08948573848588,0.0136043320549651,1.27115414202405,-0.873898928623185,1.0892121394102,0.0140915911413992
60,1825.90867817339,80.8172185198473,11.2965325435258,2.58516636753047e-13,4.52488648528246e-08,8.38281535536263e-14,7.15496479417963e-13,3.23371419078258e-07,3.96095636362031e-14,5.7131749430225e-06,0.999992434236719,1.8525883379023e-06,2.21260991680186e-06,0.999997664900992,1.22489090893851e-07,1.45597511259577,-1.01194771417351,-1.40672055977865,0.96348513762894,1.45620724220027,-1.01217825367121,-1.40671166979085,0.963611618609262,-2.32317150409769,1.01910682975144,2.13844703344021,-1.02674982731702,-2.32319076956667,1.01868429704288,2.13815544196872,-1.0268370608131
