comsol_index,theory_index,pml_fraction,comsol_real_Hz,theory_real_Hz,real_error_Hz,comsol_imag_Hz,theory_imag_Hz,imag_error_Hz,comsol_Q,theory_Q,comsol_Forward,theory_Forward,Forward_error,comsol_Backward,theory_Backward,Backward_error,pair_cost,pair_ambiguity,pair_quality
1,3,0.104458044257901,1256.43837528062,1214.65375851052,-41.7846167701,123.027638348519,66.1705165975806,-56.8571217509384,5.10632566855146,9.17820972970104,0.46032963649263,0.683876186099152,0.223546549606522,0.54377373525578,0.906584240304612,0.362810505048832,3.86923364473513,1.47804832302368,low
2,2,0.0953808976958482,1308.98491253689,1213.78456085531,-95.2003516815801,134.12501806633,57.5428183048149,-76.5821997615151,4.8797194267275,10.5467945141796,0.471295086806733,0.563545286261334,0.0922501994546011,0.535817603769146,0.64670305468561,0.110885450916464,8.16318609702082,0.00323051291599874,ambiguous
3,4,0.0929930919829458,1310.22044607279,1232.13955452167,-78.08089155112,131.524851013598,26.9783109337336,-104.546540079864,4.98088549797076,22.8357430816954,0.457226515774251,0.505780484311769,0.048553968537518,0.52889036221816,0.508807869439914,-0.020082492778246,6.78074333461951,0.0108380581164832,ambiguous
4,6,0.0801959949403215,1319.37427972494,1317.58881124045,-1.78546848448991,117.864168048509,33.6926370992893,-84.1715309492197,5.59701180422339,19.5530674455316,0.463753163028643,0.494872142410396,0.031118979381753,0.518363877856156,0.502430290442217,-0.015933587413939,0.361860068825562,0.879479401837908,high
5,5,0.02663992725398,1331.93625294502,1312.28606636425,-19.65018658077,94.6806025386571,41.0692323925558,-53.6113701461013,7.03383912455146,15.9765107589655,2.20556748340982e-07,5.65024675979357e-05,5.62819108495947e-05,2.64323439412716e-08,5.53158692399226e-05,5.52894368959813e-05,1.76401023147816,0.0865922332961142,ambiguous
6,9,0.0357670754065612,1403.14659536679,1358.24738773052,-44.8992076362701,130.385501787558,60.0931495731518,-70.2923522144062,5.38076157291239,11.3011832245297,1.1371172758508e-08,2.58035994187977e-05,2.57922282460392e-05,6.56627279402441e-09,1.47084250416004e-06,1.46427623136602e-06,3.85901589987846,0.504162057724733,low
7,7,0.0587444175770813,1425.23785969866,1353.82382200009,-71.4140376985699,113.080690056145,103.5550622561,-9.525627800045,6.3018622321416,6.53673414174568,0.491708534337651,0.745358639950805,0.253650105613154,0.533256402674332,0.785915859239752,0.25265945656542,6.21766973926638,0.504162057724733,low
8,8,0.00186408986642442,1479.18182971742,1357.1131937784,-122.06863593902,4.27605472084719,109.797623840482,105.521569119635,172.961050113077,6.18006631796538,0.989618692273398,0.913408839544812,-0.076209852728586,0.993294108429061,0.990630501146437,-0.00266360728262394,10.6968743625151,1.44987957835198,low
9,10,0.0514139765189747,1504.90641280208,1364.93917941525,-139.96723338683,114.668690543904,111.978565754121,-2.690124789783,6.56197609680513,6.09464485557147,0.400153299953008,0.977610879671306,0.577457579718298,0.406374477280652,0.896565786360452,0.4901913090798,12.201361099539,0.166915150215316,low
10,11,0.0536086180716204,1505.81253190047,1367.04640779796,-138.76612410251,119.410874468494,107.853588323468,-11.557286145026,6.30517337136564,6.33751008681319,0.40014080671742,0.778875394784748,0.378734588067328,0.430007597796744,0.815744406885286,0.385736809088542,11.961518595627,0.317934999946988,low
11,13,0.054784701748745,1510.22146268127,1393.99220560374,-116.22925707753,122.685649533979,51.6480416569262,-71.0376078770528,6.15484153369949,13.4951119237335,0.508179613247785,0.888652572013566,0.380472958765781,0.516653097750277,0.591996516483728,0.075343418733451,10.0447640163327,1.05275679674697,low
12,12,0.0261423927475097,1548.16512362716,1386.86833296419,-161.29679066297,103.698075787909,46.4085663554996,-57.2895094324094,7.46477266749669,14.9419432862942,1.07113590607575e-08,0.526360716632635,0.526360705921276,2.35452185057748e-08,0.103268863010784,0.103268839465565,13.8779737670036,0.232555894420003,low
13,20,0.0394006453527883,1618.27619685483,1576.30468484795,-41.9715120068799,103.977750787484,169.746455640546,65.768704853062,7.78183882897394,4.64311516520239,0.492779196426187,0.83675547757643,0.343976281150243,0.512659359028176,0.803190755811766,0.29053139678359,3.88923961479128,0.90387220388784,low
14,25,0.00189062718740114,1662.80230949227,1642.56929522053,-20.2330142717401,0.990594723316899,46.3902785883057,45.3996838649888,839.294956026294,17.7038093454627,1.25212437920425e-08,1.23137369785917e-05,1.23012157347997e-05,4.07355409273469e-07,1.17138663513546e-05,1.13065109420811e-05,2.23739224868821,0.27614814735585,low
15,27,0.00179411232260217,1665.99268954057,1648.8377501172,-17.15493942337,0.497018554751826,5.38764862346461,4.89063006871278,1675.98641299463,153.020163836973,1.27250209383772e-06,0.082553596805454,0.0825523243033602,1.54404392058015e-06,0.435557413568902,0.435555869524981,1.99585069746797,0.121939169010332,ambiguous
16,21,3.7840167851684e-05,1667.07548297936,1577.64757268307,-89.4279102962901,0.1114468280868,165.594489550413,165.483042722326,7479.24149838055,4.76358717299823,0.336992016149355,0.528945045390658,0.191953029241303,0.516206679460746,0.763742070576872,0.247535391116126,8.60364988802348,0.33797777835461,low
17,15,0.000335002035610094,1667.45530344692,1502.87176861015,-164.58353483677,0.987196591211235,4.47545735077861,3.48826075956738,844.540650915866,167.901473616846,0.115695632932044,0.838614202605988,0.722918569673944,0.877973971475163,0.84342256969166,-0.034551401783503,14.2977313520407,0.150757367764858,low
18,26,0.829458234143763,1668.65277324633,1646.9388819356,-21.7138913107301,0.719680522993558,5.43312365148276,4.7134431284892,1159.30105090622,151.564641961179,2.85521729216783e-05,0.0447606323700685,0.0447320801971468,8.69175500422163e-05,0.526859307558099,0.526772390008057,2.36402862918641,0.201225490384539,low
19,18,0.824349211675402,1668.65393137292,1560.74991421024,-107.90401716268,0.721486343704357,163.032138667561,162.310652323857,1156.40021875223,4.78663264484547,4.42438958662246e-05,0.482489853797564,0.482445609901698,0.000164201169929492,0.754498249425354,0.754334048255424,10.3893169523293,0.201775417977262,low
20,14,0.808599621306404,1668.65507230657,1398.4643510565,-270.19072125007,0.675065919695458,42.5931664737644,41.9181005540689,1235.92009581772,16.4165342334655,6.14635810895223e-07,0.533965796807686,0.533965182171875,1.22960634596708e-05,0.62542816546534,0.62541586940188,23.6785820712804,0.186928073618824,low
21,28,0.783058338593712,1668.65815444543,1653.04876441812,-15.6093900273099,0.646456493279185,6.68527302270146,6.03881652942227,1290.61906856335,123.633601709668,9.11559261131507e-06,0.224878300716901,0.22486918512429,5.4262457457607e-05,0.616513506163502,0.616459243706044,2.03243373759811,0.177375308341518,low
22,17,0.424030400456663,1671.34564679514,1522.26510597985,-149.08054081529,6.36537299629035,43.8937948321865,37.5284218358962,131.284187727033,17.3403223826936,2.99080612981442e-06,1.48132396357628e-05,1.18224335059484e-05,6.30702600961648e-07,3.18067399595779e-05,3.11760373586162e-05,12.7119102654882,0.333402962768696,low
23,16,0.416671506432247,1671.36918332475,1512.6041993709,-158.76498395385,6.33107358450178,42.6776050267307,36.3465314422289,131.997295641627,17.7212872936929,2.22747921651935e-06,0.543525855910832,0.543523628431616,7.82579944361932e-08,0.531628521267109,0.531628443009115,14.0530453346408,0.333402962768697,low
24,29,0.385660402994992,1671.39594749049,1653.57176211671,-17.82418537378,6.00115811217681,7.1258378055277,1.12467969335089,139.256116590154,116.026480481635,2.67161799294153e-06,0.349867928553879,0.349865256935886,1.46334822801551e-05,0.285798863919599,0.285784230437319,1.82832133082633,0.333402962768696,low
25,30,0.339567819721904,1671.5419820552,1672.76296548525,1.22098343005018,5.65021207085068,1.24769204511982,-4.40252002573086,147.918517136609,670.342883096849,9.10331703883593e-07,6.77522016002804e-06,5.86488845614445e-06,5.55370946669098e-06,0.000288832502778787,0.000283278793312096,0.310298975543079,0.333402962768697,high
26,19,0.0255083496859625,1676.08603444147,1560.91962656059,-115.16640788088,106.595246990881,170.258019378545,63.662772387664,7.86191730755525,4.58398268774086,2.54727552159847e-08,0.827032989623215,0.82703296415046,1.48020274092303e-08,0.8336172200415,0.833617205239473,10.4985721022455,0.0370834668646157,ambiguous
27,24,0.340990511230644,1676.74702818993,1617.64478201838,-59.10224617155,17.5806267662835,67.2364755665047,49.6558488002212,47.6873506980317,12.0295179691442,2.12410870548978e-06,0.451421361422813,0.451419237314107,9.91197026281735e-08,0.557355535351063,0.55735543623136,5.63189206625761,0.0370834668646159,ambiguous
28,31,0.33670526678446,1676.75248464041,1674.98588406305,-1.76660057736012,17.4202542571584,0.346698809369736,-17.0735554477887,48.1265215733401,2415.62105031166,1.22649713337982e-06,0.00261531071691164,0.00261408421977826,2.5445852345799e-07,0.014232646647749,0.0142323921892255,0.670660622554095,0.0370834668646159,ambiguous
29,32,0.320345369802488,1676.90307243655,1676.0496792182,-0.853393218349993,16.5364163651731,0.107822424224372,-16.4285939409487,50.7033396899778,7772.26857620281,2.87821033573377e-06,0.358322499712308,0.358319621501972,3.79525985755422e-06,0.553138973595367,0.553135178335509,1.11179515450816,0.0370834668646157,ambiguous
30,33,0.287276120203001,1677.40415179825,1676.090310707,-1.31384109124997,15.1413596102825,0.965258870784406,-14.1761007394981,55.3914640089228,868.207670210242,4.5010636955341e-07,0.208439705618534,0.208439255512164,2.00692604693911e-07,0.780766594528566,0.780766393835961,0.990002447184881,0.0370834668646158,ambiguous
31,36,0.355266883615555,1684.95264395127,1684.53278801757,-0.419855933699864,33.8578670597659,9.39566578091555,-24.4622012788504,24.8827346533228,89.6441416338579,8.70210572670315e-07,0.263996769098374,0.263995898887801,3.8453384441329e-07,0.0513011052380919,0.0513007207042475,0.384619127436713,0.103122947331547,ambiguous
32,34,0.357340992329365,1685.0395971757,1682.77411391903,-2.26548325667,34.1910416743284,8.59502266452644,-25.596019009802,24.6415364180155,97.8923604741734,1.82461267001143e-06,0.426363833387464,0.426362008774794,3.54837026115169e-08,0.594504087050437,0.594504051566734,0.905855366428136,0.103122947331547,ambiguous
33,35,0.340658480078616,1685.29740685347,1682.83091172206,-2.46649513141006,32.1072319117138,8.44505745536249,-23.6621744563513,26.2448256437611,99.6340712077384,4.29399126926709e-06,0.01290199521901,0.0128977012277407,1.81827977976075e-06,0.63389206995045,0.63389025167067,0.728679854334677,0.103122947331547,ambiguous
34,37,0.297698279144523,1686.4792544583,1684.60328525019,-1.87596920810984,28.880735164896,9.36104214475391,-19.5196930201421,29.1973047920917,89.9794733962537,6.07121745907395e-07,0.0976248768541361,0.0976242697323902,4.28760725189522e-08,0.434575221289649,0.434575178413576,0.590983828567983,0.103122947331547,ambiguous
35,22,0.368221505688126,1695.52952330473,1604.06194658941,-91.4675767153201,55.4622803876531,58.2061201555274,2.7438397678743,15.2854292273401,13.7791519371445,6.87949847055359e-07,0.499207444009193,0.499206756059346,5.50048827319811e-07,0.459549581073393,0.459549031024566,8.10898362130696,0.0338067235284971,ambiguous
36,23,0.36880001339971,1695.81530588029,1607.46308957612,-88.35221630417,55.8700757023366,58.7395515775522,2.8694758752156,15.1764185439377,13.682970387115,1.77157507841576e-06,0.472385964616897,0.472384193041819,1.81130085401362e-08,0.648206648691927,0.648206630578918,7.93056000013523,0.0814371527884983,ambiguous
37,43,0.349550092240131,1696.12174008008,1747.94175734961,51.8200172695301,52.8142788433386,1.36764640128308,-51.4466324420555,16.0574164527668,639.032777664515,6.65463839732566e-06,0.0546111408521083,0.054604486213711,1.46471690671789e-06,0.00567919631121792,0.0056777315943112,4.87904741604559,0.132509519420152,ambiguous
38,38,0.288496307649209,1699.69740668137,1705.65259757526,5.95519089388995,47.7943517545619,2.70004785171367,-45.0943039028482,17.781362695427,315.855994272974,8.89440170277151e-07,0.0184683017430918,0.0184674123029215,1.35733995128264e-07,0.0146740905967352,0.0146739548627401,0.936971238497075,0.484647792833743,moderate
39,50,0.394454220009851,1707.66761270323,1800.87539252405,93.2077798208202,86.6986560640645,19.5127779638587,-67.1858781002058,9.84829344667912,46.1460535209186,2.82414585314185e-06,0.0250526776641972,0.0250498535183441,3.20270138041379e-06,0.034288069512145,0.0342848668107646,8.02217755403939,0.148811938172085,ambiguous
40,39,0.394890184368517,1707.89981054491,1711.50960816601,3.60979762109991,86.90044002729,3.05992660180843,-83.8405134254816,9.82676157916212,279.665140849212,5.69093270230129e-06,0.0435226110283387,0.0435169200956364,7.10424632345164e-07,0.0177394471127715,0.0177387366881392,0.828602224131958,0.11011229789207,ambiguous
