comsol_index,theory_index,comsol_real_Hz,theory_real_Hz,comsol_imag_Hz,theory_imag_Hz,comsol_Forward,theory_Forward,comsol_Backward,theory_Backward,real_relative_error,imag_relative_error
26,1,1677.3659872693,1681.75466481643,16.0542652453109,13.3327571015554,0.502105103635897,0.499999999999997,0.505394136007118,0.500000000000003,0.00261641024107681,0.169519321013482
