freq_Hz,Ez1,Ez0,Ez_1,Ef1,Ef0,Ef_1,Forward,Backward,F1,B1
2582.5,0.000896038739031521,0.000268903719254263,0.000806509161483787,9.63264242385782e-05,1.56336281052778e-06,7.86920606870614e-05,0.454507090128975,0.545505812027182,8.96038739031521,0.963264242385782
2583.5,0.000894945433463628,0.000266107523445816,0.000797383225329063,0.000107217461068499,1.75873837022396e-06,8.8091503006653e-05,0.45696941344328,0.544064094410487,8.94945433463628,1.07217461068499
2584.5,0.000896877024679623,0.000263231706797878,0.000790468780018573,0.000118571983068897,1.97024055008517e-06,9.770979415021e-05,0.459800761258509,0.543280123046973,8.96877024679623,1.18571983068897
2585.5,0.000901695120209249,0.000260271526204593,0.000785451764036014,0.000130513312858553,2.19889609492905e-06,0.000107601767057834,0.463020743447196,0.543094975268553,9.01695120209249,1.30513312858553
2586.5,0.000909356442425805,0.000257221915838037,0.000782084589639364,0.000143185052406407,2.44582627638979e-06,0.000117831840506934,0.46665660852447,0.543473675694105,9.09356442425805,1.43185052406407
2587.5,0.000919905268720473,0.00025407746067486,0.000780168688424189,0.000156755777348478,2.7122575185655e-06,0.000128473977412331,0.470744109352038,0.544400506572782,9.19905268720473,1.56755777348478
2588.5,0.000933472475946101,0.000250832367654033,0.000779541410005863,0.000171425599254716,2.99953344513494e-06,0.000139612576578476,0.475328694510615,0.545875842900078,9.33472475946101,1.71425599254716
2589.5,0.0009502806243892,0.000247480434269825,0.000780065662867052,0.000187434991215215,3.3091285673758e-06,0.000151344140193846,0.480467077346377,0.547914129611246,9.502806243892,1.87434991215215
2590.5,0.000970655261544937,0.000244015014401093,0.000781621112822133,0.000205076538454443,3.64266387073957e-06,0.000163779677114793,0.486229248398397,0.550542698981432,9.70655261544937,2.05076538454443
2591.5,0.000995043324669422,0.000240428981180139,0.000784095961701556,0.000224710602847587,4.00192460329296e-06,0.000177047881505447,0.492701009744023,0.553801203586063,9.95043324669422,2.24710602847587
2592.5,0.00102404028708461,0.000236714686716456,0.00078737836698046,0.000246786327226203,4.38888062387623e-06,0.000191299181988634,0.499987118364986,0.557741493956654,10.2404028708461,2.46786327226203
2593.5,0.00105842863096383,0.000232863918515643,0.000791346440636776,0.000271870010767246,4.80570973319921e-06,0.000206710789663597,0.508215123209977,0.562427798564308,10.5842863096383,2.71870010767246
2594.5,0.00109923144548707,0.000228867852478906,0.000795855454402813,0.000300683733344005,5.25482448957974e-06,0.000223492870935433,0.517539954305113,0.567937067965772,10.9923144548707,3.00683733344005
2595.5,0.00114778654687668,0.000224717002441695,0.000800720309431822,0.000334158278645303,5.73890310543286e-06,0.000241895895270482,0.52814924806539,0.57435932437731,11.4778654687668,3.34158278645302
2596.5,0.00120584855174711,0.000220401166323549,0.000805690377960151,0.000373505974575473,6.26092513437723e-06,0.000262218973080382,0.540269227606754,0.581797809587494,12.0584855174711,3.73505974575473
2597.5,0.00127572867692916,0.00021590936913271,0.000810412298100535,0.000420321010638684,6.82421279609961e-06,0.000284818421689444,0.554170624532249,0.590368642440084,12.7572867692916,4.20321010638684
2598.5,0.00136048398962187,0.000211229803322376,0.000814373926070289,0.000476716746748786,7.4324789519714e-06,0.000310114493848525,0.570173501493799,0.600199574795266,13.6048398962187,4.76716746748786
2599.5,0.00146416714535965,0.00020634976736527,0.000816819121794573,0.000545510165293174,8.08988294490289e-06,0.000338591380970612,0.588648708915802,0.61142726486064,14.6416714535965,5.45510165293174
2600.5,0.00159213811038114,0.000201255603949527,0.000816618318180504,0.000630459014868539,8.80109575934945e-06,0.000370779661330163,0.610011789428149,0.624192266851372,15.9213811038114,6.30459014868539
2601.5,0.00175140506653861,0.000195932639971293,0.000812075122266668,0.000736536907218071,9.57137625025639e-06,0.000407198209360784,0.634702081643623,0.638630677792608,17.5140506653861,7.36536907218071
2602.5,0.00195086462344122,0.000190365131611268,0.000800650108086514,0.000870169880163128,1.04066605429201e-05,0.000448208820308588,0.663135380844423,0.65486112783383,19.5086462344122,8.70169880163128
2603.5,0.00220106903978001,0.000184536219380532,0.000778607865360453,0.00103919683612486,1.13136671302474e-05,0.000493694375332127,0.695613396810372,0.67296564758661,22.0106903978001,10.3919683612486
2604.5,0.0025126137379373,0.000178427900321337,0.000740692441815142,0.00125194764741025,1.23000207012153e-05,0.000542410838400763,0.732170290386627,0.692963082340971,25.126137379373,12.5194764741025
2605.5,0.00289128827482946,0.000172021027868883,0.000680217566603424,0.00151414531445847,1.33743983354076e-05,0.000590834270955123,0.772343401229209,0.714774455107253,28.9128827482946,15.1414531445847
2606.5,0.00332726402384586,0.000165295354688915,0.000590543783230739,0.00182160909664963,1.45467024010464e-05,0.000631542577194719,0.814886103050888,0.738181422083363,33.2726402384586,18.2160909664963
2607.5,0.00377774419386813,0.000158229640805756,0.000469504005982954,0.00214791872991588,1.58282652977817e-05,0.000652153765390467,0.857510656166388,0.762782112198819,37.7774419386813,21.4791872991588
2608.5,0.00415421725091375,0.000150801859583101,0.000326999145620541,0.00243402690670178,1.72320920743399e-05,0.000637790920707143,0.896848203356577,0.787953244572022,41.5421725091375,24.3402690670178
2609.5,0.00434404982517099,0.000142989549224357,0.000189702500036494,0.00260049794257961,1.87731478770419e-05,0.000580032124364423,0.92886243068498,0.812832597589549,43.4404982517099,26.0049794257961
2610.5,0.00428019872420459,0.000134770379894279,9.14194643894485e-05,0.00259459090734727,2.04686980430748e-05,0.00048725905776895,0.949806848467219,0.836339263970074,42.8019872420459,25.9459090734727
