comsol_index,frequency_real_Hz,frequency_imag_Hz,Q,Forward,Backward,pml_fraction,mode_class,matched_theory_index,theory_real_Hz,theory_imag_Hz,theory_Forward,theory_Backward,pair_quality
1,1238.54643052222,124.291942244826,4.98240838526192,0.500111776606337,0.500029524428458,0.104458044257901,physical,28,1214.04042963019,57.9022402616702,0.509933763060023,0.639933979749453,low
2,1245.52334629692,124.189811117432,5.01459554165506,0.482664353106758,0.476914316654994,0.0953808976958482,physical,29,1214.78468881234,66.3617041514771,0.682348380565292,0.917498257392651,low
3,1258.2216515788,137.900502172875,4.56206334187773,0.0558901453562974,0.0181648189535195,0.0929930919829458,physical,30,1231.62089629724,27.6842155144832,0.507393131687507,0.508057741870963,low
4,1319.23669713957,122.076298404306,5.40332855101145,0.50199675372722,0.498019035017528,0.0801959949403215,physical,31,1311.44087725689,42.0341731525946,5.0864202621294e-05,4.96957871345776e-05,moderate
5,1319.30224742893,120.865759704305,5.45771710142132,0.501551605358403,0.497567564865362,0.02663992725398,physical,32,1316.90569266254,34.2097175345519,0.495254115287868,0.502068021927518,high
6,1390.59973290855,129.83911551891,5.35508782292195,0.00278818673890247,0.00224381490224222,0.0357670754065612,physical,35,1357.66831343698,60.6791698834557,2.60663757284347e-05,1.45148025752939e-06,low
7,1408.28677957762,118.472807197118,5.9435021963921,0.500052004975995,0.499957531134704,0.0587444175770813,physical,37,1367.12368186487,107.69690272249,0.779985832435143,0.815222882806532,low
8,1414.22200447406,116.628346339722,6.06294288163287,0.494866901549123,0.498833636067129,0.00186408986642442,physical,38,1386.00948120649,47.1772733888658,0.527280101695801,0.101523949450316,low
9,1504.03238823443,114.384484738564,6.57445977779255,0.491796830051861,0.508304199199251,0.0514139765189747,physical,39,1393.25647798315,52.4830871023995,0.888192030185696,0.592509236083215,low
10,1504.29622384695,114.567569368858,6.5651049076714,0.491174813265746,0.508299967954239,0.0536086180716204,physical,40,1397.80455236436,43.253692308697,0.535997338854299,0.623641482832832,low
11,1527.12882519542,119.767052294723,6.37541292006362,0.0012744521524849,0.000697338239461649,0.054784701748745,physical,41,1501.54610277671,5.7981510591301,0.837179344124941,0.842626269861053,low
12,1606.42688562248,109.615485539061,7.32755448613163,0.501167359714277,0.49868588893216,0.0261423927475097,physical,42,1511.85663437643,43.309199160303,0.544855085375047,0.532984967536701,low
13,1609.9906562647,108.059878579247,7.44953019304009,0.501114873348252,0.497459774401618,0.0394006453527883,physical,43,1521.58213656662,44.6365290329672,1.47892809939357e-05,3.15382576780222e-05,low
14,1656.91598666034,0.237339268663547,3490.60649758971,0.498546077675748,0.498567235742133,0.00189062718740114,physical,44,1560.74557282052,162.950920603918,0.475756891085698,0.755094430099948,ambiguous
15,1664.01070650559,112.035063765932,7.42629428043219,0.000204236060849065,0.00137342982769598,0.00179411232260217,physical,45,1560.94298942551,170.237846548829,0.827939376418713,0.834891261968505,low
16,1668.82841165628,0.304283140041498,2742.22950937847,0.363620752815597,0.403124866988594,3.7840167851684e-05,physical,46,1576.29026168453,169.6980854787,0.838398090628782,0.803063980690363,ambiguous
17,1668.89927281397,0.707542050419854,1179.36401930009,0.458834348476201,0.539991826746167,0.000335002035610094,physical,47,1577.65034008101,165.57833255293,0.533987872739684,0.764711825662071,low
18,1668.90270021129,0.639926085910999,1303.98083228271,0.131609065542615,0.66634562478324,0.829458234143763,PML-dominated,48,1603.20995484674,58.901562643889,0.485256556378409,0.449569695901456,ambiguous
19,1668.90474515992,0.574902314886799,1451.46810331468,0.437014713720336,0.560600877247703,0.824349211675402,PML-dominated,49,1606.48067544368,59.5522454551081,0.462635888393606,0.637130090165893,low
20,1670.87460416957,3.38506414492781,246.801025421218,0.371619577768793,0.39360371858613,0.808599621306404,PML-dominated,50,1616.74580329339,67.9558097137319,0.451826559194201,0.558105998211209,low
21,1671.60381834227,5.75916009116796,145.12565998172,0.332092081912161,0.434100390247707,0.783058338593712,PML-dominated,51,1641.89445864724,46.993181160024,1.20922424186727e-05,1.15978328061815e-05,ambiguous
22,1671.86242971785,6.02140032532569,138.826713006116,0.495289350622062,0.507421587253735,0.424030400456663,PML-dominated,52,1646.92514185253,5.43376642598999,0.0432535927193058,0.526150981355221,low
