freq_Hz,Ez1,Ez0,Ez_1,Ef1,Ef0,Ef_1,Forward,Backward,F1,B1
2582.5,0.00105885220122424,0.000289102789678993,0.000911653324624321,0.000134280631248056,9.24108289453215e-07,1.19161968306774e-05,0.468599886957411,0.912722788223722,10.5885220122424,1.34280631248056
2596.5,0.0011855547227998,0.00025357549824364,0.000831155179737692,0.000355550776261271,4.15065867957578e-06,0.000137844180692666,0.522205147595931,0.714609404825237,11.855547227998,3.55550776261271
2602.5,0.00177635223034474,0.000233551322019741,0.000858683666018422,0.000773357080053387,7.04469502181808e-06,0.000283501606205885,0.619242886868232,0.726905369096727,17.7635223034474,7.73357080053387
2622.5,0.00180599268634891,0.000132077996381359,0.00070194088474664,0.000799001377912625,4.20282191124573e-05,0.000264762606397789,0.684085141367361,0.722560147774052,18.0599268634891,7.99001377912625
