solution_index,comsol_tvb_root,comsol_MAC,matlab_no_loss_index,matlab_tvb_index,matlab_MAC,comsol_no_loss_real_Hz,comsol_no_loss_imag_Hz,comsol_tvb_real_Hz,comsol_tvb_imag_Hz,matlab_no_loss_real_Hz,matlab_no_loss_imag_Hz,matlab_tvb_real_Hz,matlab_tvb_imag_Hz,comsol_loss_increment_Hz,matlab_loss_increment_Hz,no_loss_real_relative_error,tvb_real_relative_error,tvb_imag_absolute_error_Hz,loss_increment_absolute_error_Hz,loss_increment_relative_error,meaningful_loss,loss_within_10pct
11,54,0.998248669343008,43,43,0.999992954684253,1527.12882519542,119.767052294721,1536.66941368393,110.390011265095,1522.26510597985,43.8937948321864,1521.58213656662,44.6365290329672,-9.377041029626,0.742734200780845,0.00318487814212241,0.00981816712362385,65.7534822321278,10.1197752304068,1.0792077371139,1,0
12,55,0.998246712697659,44,44,0.999984185026406,1606.42688562248,109.615485539056,1622.17010415876,101.313722721979,1560.74991421024,163.032138667561,1560.74557282052,162.950920603919,-8.30176281707699,-0.0812180636422966,0.0284338937682448,0.0378656536578762,61.6371978819402,8.22054475343469,0.99021676896439,1,0
13,56,0.998529569114035,45,45,0.99998074243958,1609.9906562647,108.059878579242,1625.50994736659,99.3647320008201,1560.91962656059,170.258019378544,1560.94298942551,170.237846548828,-8.6951465784219,-0.0201728297163584,0.0304790773245581,0.0397210475676791,70.873114548008,8.67497374870554,0.997679989689142,1,0
14,102,0.756979228932777,46,46,0.999927960946425,1656.91598666034,0.237339268663356,1744.88900992416,-67.8489172995856,1576.30468484795,169.746455640545,1576.29026168452,169.698085478698,-68.086256568249,-0.0483701618474299,0.0486514116958136,0.0966243395887762,237.547002778283,68.0378864064016,0.999289575249317,1,0
15,65,0.999610276623409,47,47,0.999923806618574,1664.01070650559,112.035063765927,1672.65695365347,102.862639569909,1577.64757268307,165.594489550414,1577.65034008101,165.578332552931,-9.172424196018,-0.0161569974835913,0.051900587829678,0.056799819810599,62.7156929830215,9.15626719853441,0.998238524828517,1,0
16,59,0.407173623456591,48,48,0.999797500624619,1668.82841165628,0.304283140046213,1668.86742323147,1.17066781056032,1604.06194658941,58.2061201555273,1603.20995484674,58.9015626438885,0.866384670514107,0.695442488361145,0.0388095412413271,0.0393425310307749,57.7308948333282,0.170942182152962,0.170942182152962,0,0
17,85,0.135880604426038,49,49,0.999800150420696,1668.89927281397,0.707542050417104,1706.1723206885,151.589034843938,1607.46308957612,58.739551577552,1606.48067544368,59.5522454551085,150.881492793521,0.812693877556441,0.0368123973918821,0.0584299979761636,92.0367893888295,150.068798915965,0.99461369408196,1,0
18,60,0.495170936406811,50,50,0.999974168905744,1668.90270021127,0.639926085914018,1668.86806797748,1.16827129908773,1617.64478201838,67.2364755665063,1616.74580329339,67.9558097137318,0.528345213173712,0.719334147225496,0.0307135450055882,0.0312321061707746,66.7875384146441,0.190988934051784,0.190988934051784,0,0
19,91,0.151831931940118,51,51,0.999717847901312,1668.90474515994,0.574902314891043,1723.41375160181,282.426236806521,1642.56929522053,46.3902785883056,1641.89445864724,46.9931811600232,281.85133449163,0.602902571717614,0.0157800797294078,0.0473010574963787,235.433055646498,281.248431919912,0.997860919932116,1,0
20,79,0.943502473372424,52,52,0.999914647234345,1670.87460416957,3.38506414493191,1695.10520172058,-15.4371670876655,1646.9388819356,5.4331236514839,1646.92514185253,5.43376642599044,-18.8222312325974,0.000642774506541599,0.0143252654473552,0.0284230499789305,20.8709335136559,18.8228740071039,1.00003414975082,1,0
21,64,0.52755291374349,53,53,0.999883066116168,1671.60381834227,5.75916009117136,1671.3001741657,10.6683658434004,1648.8377501172,5.38764862346564,1648.82073134999,5.39123549304674,4.90920575222904,0.00358686958109899,0.0136192966151814,0.0134502725262546,5.27713035035366,4.90561888264794,0.999269358474236,1,0
22,58,0.264353482708966,54,54,0.999557192505098,1671.86242971785,6.02140032532576,1668.85505654384,1.16830149930305,1653.04876441812,6.68527302270034,1652.97812214042,6.72425849788702,-4.85309882602271,0.0389854751866761,0.0112531180588266,0.00951366887205904,5.55595699858397,4.89208430120939,1.00803310968605,1,0
23,57,0.251333306910404,55,55,0.999745110891642,1671.98267662231,4.97592214381436,1668.85438179358,1.17073121428789,1653.57176211671,7.12583780552771,1653.49184247774,7.16126570761422,-3.80519092952647,0.0354279020865045,0.0110114265913295,0.00920544026096088,5.99053449332633,3.84061883161297,1.00931041378544,1,0
24,62,0.504900603482619,56,56,0.999472518101014,1675.23810675505,10.9691892954476,1671.28134339576,10.675551227967,1672.76296548525,1.24769204512006,1668.86211116128,5.18381533624815,-0.2936380674806,3.93612329112809,0.00147748625095,0.00144753140699041,5.49173589171885,4.22976135860869,4.22976135860869,0,0
25,81,0.955389274574322,57,57,0.999769271691507,1677.03261536071,16.0114300750923,1705.0991406578,-8.94084044558825,1674.98588406305,0.346698809370544,1670.97922447264,4.33558477678012,-24.9522705206805,3.98888596740958,0.00122044811705746,0.0200105174951844,13.2764252223684,28.9411564880901,1.15986064130331,1,0
26,80,0.863954216770836,58,58,0.999951340860033,1677.36598726932,16.0542652453041,1704.80727651104,-9.47214013493888,1676.0496792182,0.107822424224946,1671.98503510365,4.16868881372689,-25.526405380243,4.06086638950195,0.000784747074349712,0.0192527576926834,13.6408289486658,29.5872717697449,1.15908492907681,1,0
27,74,0.458163089119992,59,59,0.999872911901139,1678.17821138784,10.9166123056512,1692.34354725057,-17.5774510932156,1676.090310707,0.965258870784685,1671.99272487419,5.00156680049639,-28.4940633988668,4.0363079297117,0.00124414717500016,0.0120252311709666,22.579017893712,32.5303713285785,1.14165434649353,1,0
28,66,0.48061094615468,60,60,0.996709382668322,1682.25871452866,23.286273082574,1676.15752629579,30.2571597079899,1682.77411391903,8.59502266452685,1682.49594462773,8.55952667465694,6.9708866254159,-0.0354959898699132,0.000306373440609778,0.0037815170904289,21.697633033333,7.00638261528581,1.0050920337365,1,0
29,68,0.420861972613568,61,61,0.992738886228377,1683.06984144479,21.7804140515913,1676.17055839254,30.2565515376361,1682.83091172206,8.44505745536267,1682.51581812103,8.40049983271065,8.4761374860448,-0.0445576226520163,0.000141960670227908,0.00378556925291314,21.8560517049254,8.52069510869682,1.0052568310419,1,0
30,69,0.577126139366194,62,62,0.996075033722649,1685.40740653034,31.2869217498403,1676.17861999572,30.291663325498,1684.53278801757,9.3956657809154,1684.25282331003,9.36226414405484,-0.9952584243423,-0.0334016368605639,0.00051893596134721,0.00481703036775811,20.9293991814432,0.961856787481736,0.961856787481736,0,0
31,63,0.46504122908532,63,63,0.996400642016785,1685.7160524647,31.1713961834092,1671.28664902512,10.6686835815187,1684.60328525019,9.36104214475407,1684.34640747449,9.31159664333955,-20.5027126018905,-0.0494455014145174,0.000660115452353271,0.00781419420599339,1.35708693817915,20.453267100476,0.997588343436568,1,0
32,96,0.893047843887509,64,64,0.999100279132177,1691.83914239452,39.4675740764821,1728.55918037752,1.16385704986762,1705.65259757526,2.70004785171177,1704.95058121442,3.64097873675164,-38.3037170266145,0.940930885039875,0.0081647568226773,0.0136579640611114,2.47712168688402,39.2446479116544,1.02456500199148,1,0
33,97,0.882063018423048,65,65,0.999800698124054,1692.06346886954,40.4572114052231,1730.95909298907,2.56298677437297,1711.50960816601,3.05992660180798,1710.90498787526,3.8844178059959,-37.8942246308501,0.824491204187925,0.0114925590288055,0.0115855453748335,1.32143103162293,38.718715835038,1.02175770086919,1,0
34,70,0.527968705324279,66,66,0.999837916164786,1696.45800580698,51.4543029113664,1683.42036765867,60.4510569072912,1715.04198539333,2.94915004999374,1714.4531371375,3.78279232752723,8.99675399592481,0.833642277533495,0.010954576843482,0.0184343554794881,56.668264579764,8.16311171839131,0.907339660736405,1,0
35,67,0.497576244830916,67,67,0.999818000252051,1696.70350865522,51.1986627614964,1676.16410484782,30.2912782261063,1716.38909919989,3.94416882594244,1715.81408716761,4.76014373624142,-20.9073845353901,0.815974910298977,0.0116022572265876,0.0236551911624355,25.5311344898649,21.7233594456891,1.03902807206314,1,0
36,61,0.563088349121937,68,68,0.999942158650226,1703.89519226423,60.2005535206131,1671.26683505172,10.675337598515,1722.17575633875,63.0247579130513,1721.29574071652,63.7520273795008,-49.5252159220981,0.727269466449556,0.0107286904485194,0.0299347205458371,53.0766897809858,50.2524853885477,1.01468483181565,1,0
37,72,0.51233788045055,69,69,0.999827642628123,1704.56224746431,60.5565024897901,1683.4470397926,60.4594461608182,1747.94175734961,1.36764640128303,1747.1118331021,2.16630491290729,-0.0970563289718953,0.798658511624265,0.025449061745812,0.0378181147399442,58.2931412479109,0.89571484059616,0.89571484059616,0,0
38,75,0.65993784835405,70,70,0.999862513035418,1711.31713327294,89.4274304531116,1693.34120492598,101.197024056635,1768.92109953355,5.90525762287133,1768.10407276969,6.23281688271218,11.7695936035234,0.327559259840855,0.0336606027840348,0.0441510946678797,94.9642071739228,11.4420343436825,0.972169025467218,1,0
39,77,0.6876079229941,71,71,0.999760001244239,1711.53061649505,89.3772021308924,1693.35736071077,101.196268852008,1777.37416178709,10.2326327362727,1776.65657892188,10.3385602992257,11.8190667211156,0.105927562952981,0.0384705623478015,0.0491917536981969,90.8577085527823,11.7131391581626,0.991037569593906,1,0
40,78,0.565877498500301,72,72,0.999785343707172,1713.29469971454,84.668328783489,1693.36836843944,101.18789296211,1777.67370688617,11.7801430282776,1777.04655425586,11.8598553711358,16.519564178621,0.0797123428582491,0.0375761433116895,0.0494152290641469,89.3280375909742,16.4398518357628,0.995174670348664,1,0
41,76,0.506466635916919,73,73,0.999979143159201,1713.6680285759,85.1126780977825,1693.35244136914,101.188943969359,1784.39528276771,42.4447244789807,1783.65614845315,43.1907365156847,16.0762658715765,0.746012036703931,0.0412724360917101,0.0533283591046162,57.9982074536743,15.3302538348726,0.953595440467123,1,0
42,94,0.99906895128724,74,74,0.999572799823307,1714.20191700681,105.242348814859,1726.90057735221,95.4289433297552,1786.1323880182,19.0634848873019,1785.73528926008,19.1734963544449,-9.8134054851038,0.110011467142989,0.041961492574333,0.0340695420914601,76.2554469753103,9.92341695224679,1.01121032523419,1,0
43,95,0.997362568801475,75,75,0.99999286439415,1715.30858420842,105.413784503928,1728.05232260429,95.613890086366,1795.24395444297,249.719352994201,1795.23704938947,249.710759017323,-9.799894417562,-0.00859397687776209,0.0466011602637876,0.0388788729984315,154.096868930957,9.79130044068424,0.999123054135934,1,0
44,82,0.722009274027109,76,76,0.999704812333889,1716.83335858735,138.038059874239,1706.15231917289,151.591709925627,1800.87539252405,19.51277796386,1800.6608668428,20.0834277231821,13.553650051388,0.570649759322087,0.0489517713040318,0.0553927961811328,131.508282202445,12.9830002920659,0.957896968185065,1,0
45,73,0.740239714601259,77,77,0.999991982005571,1716.86166439004,138.021798574839,1683.46170967014,60.4597092892454,1805.15313523805,241.203171450188,1805.15283796396,241.184765449147,-77.5620892855936,-0.018406001040546,0.0514260832304006,0.0722862466041238,180.725056159902,77.5436832845531,0.99976269333111,1,0
46,83,0.67782670664106,78,78,0.999803753324428,1716.9865095912,138.121253794808,1706.15567623444,151.593128468616,1813.02369453601,17.3457642826822,1812.73708978727,18.1696302700721,13.471874673808,0.823865987389837,0.0559335698960598,0.0624687506758257,133.423498198544,12.6480086864182,0.938845483101799,1,0
47,71,0.764132063161228,79,79,0.999945104796327,1717.01111002861,138.099130104158,1683.43506119908,60.4509547037655,1815.88421256871,73.3659534460761,1814.64300914145,74.1211834888027,-77.6481754003925,0.755230042726609,0.0575844279414408,0.0779406054718331,13.6702287850372,78.4034054431191,1.00972630765414,1,0
48,86,0.828120089774462,80,80,0.999887301231879,1721.45516704182,201.116183270501,1718.84904532473,210.274396906574,1817.55890136152,16.4418874066699,1817.22631702589,17.268320212999,9.15821363607299,0.826432806329084,0.0558270329426276,0.0572343871433907,193.006076693575,8.33178082974391,0.909760479590269,1,0
49,87,0.834698954917429,81,81,0.999991560846255,1721.46040024709,201.111442747734,1718.85037512925,210.272871299969,1817.81953540997,246.963770998626,1817.81328389482,246.949817240574,9.16142855223501,-0.0139537580521107,0.0559752261214087,0.0575750572577491,36.6769459406053,9.17538231028712,1.00152309849633,1,0
50,88,0.809877053396574,82,83,0.9999912133791,1721.46858861476,201.108673772219,1718.86187668343,210.270091387115,1823.37903800858,241.12148733917,1823.3673127148,241.111036711892,9.16141761489601,-0.0104506272770948,0.0591997147481092,0.0607992052467967,30.8409453247775,9.1718682421731,1.00114072163462,1,0
51,89,0.8889856159044,83,82,0.999928716959485,1721.47202706524,201.102095402381,1718.86485940008,210.266604881042,1823.82490621111,82.3933913942117,1822.87432777255,83.0116477287226,9.16450947866102,0.618256334510846,0.0594566031493174,0.060510556024033,127.254957152319,8.54625314415017,0.932537978606447,1,0
52,103,0.880109597759585,84,84,0.999962376639006,1724.19709626787,76.839612426426,1763.11161708102,17.1223764017673,1838.4763793024,8.16186868544243,1837.81205261737,9.13127849972592,-59.7172360246587,0.969409814283489,0.0662797097164223,0.0423685232475675,7.99109790204138,60.6866458389422,1.01623333360377,1,0
53,104,0.88502289150318,85,85,0.999980746993447,1725.07841265377,78.1084688502828,1763.95641127636,18.2985645137761,1839.75417712775,97.9603014224726,1838.81735609415,98.4761229444194,-59.8099043365067,0.515821521946791,0.066475682283663,0.0424392260144442,80.1775584306433,60.3257258584535,1.00862434955663,1,0
54,105,0.937920063405311,86,86,0.99993316658934,1766.68672753308,80.6989678034914,1806.68770050819,33.3154081069757,1881.86956498814,7.35572605363917,1880.94633712861,8.33665300801474,-47.3835596965157,0.980926954375565,0.0651970921952257,0.0411020878702686,24.978755098961,48.3644866508913,1.02070184174972,1,0
55,106,0.938154273576976,87,87,0.999928585856584,1767.14484244587,80.2794907045042,1807.46032218943,33.3241309758358,1895.68996515402,10.2058415465666,1894.74076972554,11.040167755127,-46.9553597286684,0.834326208560359,0.0727417015405692,0.0482889978079217,22.2839632207088,47.7896859372288,1.01776849785374,1,0
56,107,0.997339617304522,88,88,0.999987179096254,1801.46606646263,104.712709983924,1809.43196210535,95.888909250118,1919.29169611609,100.073561702338,1918.46869805887,100.672334061977,-8.823800733806,0.598772359638687,0.0654054116516435,0.0602602022275821,4.78342481185891,9.42257309344469,1.06785878077965,1,0
57,110,0.967267820906678,89,89,0.999963311235625,1817.15915518322,84.3176518003741,1858.50470178508,51.196820597813,1923.33817470926,9.46153112118726,1922.39433134582,10.0044739584119,-33.1208312025611,0.542942837224649,0.058431326294769,0.0343768996114857,41.1923466394011,33.6637740397857,1.01639279020216,1,0
58,111,0.965440126020321,90,90,0.999746449866159,1818.21917547836,84.4354258700897,1859.7080421366,51.5697641196422,1937.35487018871,25.7168182319278,1936.68267937961,26.0941495481514,-32.8656617504475,0.377331316223589,0.0655232858156416,0.0413907105303323,25.4756145714908,33.2429930666711,1.01148101988905,1,0
59,108,0.997046672166035,91,91,0.999894658598027,1826.73176916116,100.451800858711,1837.94089227482,89.8839038657359,1937.85627444542,16.5817910180105,1936.81382224207,16.8260282459562,-10.5678969929751,0.244237227945668,0.0608324151143944,0.0537954894974215,73.0578756197797,10.8121342209208,1.02311124229428,1,0
60,109,0.970769496073257,92,92,0.999982151724351,1828.27845635112,99.3931368585087,1839.48830354556,88.7877166700229,1956.02331113655,85.0550230397106,1955.27772506665,85.9858447524786,-10.6054201884858,0.93082171276798,0.0698716622414224,0.0629465386096285,2.80187191754433,11.5362419012538,1.08776848971798,1,0
