Name,theta1_rad,theta2_rad,z1_m,z2_m,outerRadius_m,HasSource
upper_large_1,0.174532925199433,2.15953602606538,0.05,0.0610187320833333,0.0748017583333333,0
upper_small_1,2.33406895126481,2.68495203848085,0.04278328,0.0682354520833333,0.0742167289583333,0
upper_large_2,3.31612557878923,5.30112867965517,0.05,0.0610187320833333,0.0748017583333333,0
upper_small_2,5.47566160485461,5.82654469207065,0.04278328,0.0682354520833333,0.0742167289583333,0
lower_large_1,0,1.98500310086595,-0.0610187320833333,-0.05,0.0748017583333333,0
lower_small_1,2.15953602606538,2.51041911328142,-0.0682354520833333,-0.04278328,0.0742167289583333,1
lower_large_2,3.14159265358979,5.12659575445574,-0.0610187320833333,-0.05,0.0748017583333333,0
lower_small_2,5.30112867965517,5.65201176687122,-0.0682354520833333,-0.04278328,0.0742167289583333,0
