Row,eigen_real_Hz,eigen_imag_Hz,eigen_Eoz1,eigen_Eof1,rad_Eoz1,rad_Eoz0,rad_Eoz_1,rad_Eof1,rad_Eof0,rad_Eof_1
P1,1503.72517574303,3.49750118021189,0.967843094212574,0.970528614924731,0.764852180149325,0.14019613867146,0.094951681179215,0.552292963420939,0.307958548702128,0.139748487876933
P2,1478.73081139415,4.2725459915752,0.984266649844957,0.988887523783941,0.988203343624991,0.0116354093212351,0.000161247053773573,0.974890169561606,0.00632534225326537,0.0187844881851287
