case_name,frequency_real_Hz,frequency_imag_Hz,Eoz1_fraction,Eoz0_fraction,Eoz_1_fraction,Eof1_fraction,Eof0_fraction,Eof_1_fraction
eigen,1478.73081139415,4.2725459915752,0.984266649844957,1.96049299521607e-06,0.015731389662048,0.988887523783941,8.41538987014868e-07,0.0111116346770718
radiation,1479.2,0,0.988203343624991,0.0116354093212351,0.000161247053773573,0.974890169561606,0.00632534225326537,0.0187844881851287
