comsol_index,frequency_real_Hz,frequency_imag_Hz,Q,Forward,Backward,pml_fraction,mode_class,matched_theory_index,theory_real_Hz,theory_imag_Hz,theory_Forward,theory_Backward,pair_quality
1,1256.43837528062,123.027638348519,5.10632566855146,0.46032963649263,0.54377373525578,0.104458044257901,physical,44,1238.54643052222,124.291942244826,0.500111776606337,0.500029524428458,low
2,1308.98491253689,134.12501806633,4.8797194267275,0.471295086806733,0.535817603769146,0.0953808976958482,physical,45,1245.52334629692,124.189811117432,0.482664353106758,0.476914316654994,ambiguous
3,1310.22044607279,131.524851013598,4.98088549797076,0.457226515774251,0.52889036221816,0.0929930919829458,physical,46,1258.2216515788,137.900502172875,0.0558901453562974,0.0181648189535195,ambiguous
4,1319.37427972494,117.864168048509,5.59701180422339,0.463753163028643,0.518363877856156,0.0801959949403215,physical,47,1319.23669713957,122.076298404306,0.50199675372722,0.498019035017528,ambiguous
5,1331.93625294502,94.6806025386571,7.03383912455146,2.20556748340982e-07,2.64323439412716e-08,0.02663992725398,physical,48,1319.30224742893,120.865759704305,0.501551605358403,0.497567564865362,ambiguous
6,1403.14659536679,130.385501787558,5.38076157291239,1.1371172758508e-08,6.56627279402441e-09,0.0357670754065612,physical,49,1390.59973290855,129.83911551891,0.00278818673890247,0.00224381490224222,ambiguous
7,1425.23785969866,113.080690056145,6.3018622321416,0.491708534337651,0.533256402674332,0.0587444175770813,physical,50,1408.28677957762,118.472807197118,0.500052004975995,0.499957531134704,moderate
8,1479.18182971742,4.27605472084719,172.961050113077,0.989618692273398,0.993294108429061,0.00186408986642442,physical,51,1414.22200447406,116.628346339722,0.494866901549123,0.498833636067129,ambiguous
9,1504.90641280208,114.668690543904,6.56197609680513,0.400153299953008,0.406374477280652,0.0514139765189747,physical,52,1504.03238823443,114.384484738564,0.491796830051861,0.508304199199251,ambiguous
10,1505.81253190047,119.410874468494,6.30517337136564,0.40014080671742,0.430007597796744,0.0536086180716204,physical,53,1504.29622384695,114.567569368858,0.491174813265746,0.508299967954239,ambiguous
11,1510.22146268127,122.685649533979,6.15484153369949,0.508179613247785,0.516653097750277,0.054784701748745,physical,54,1527.12882519542,119.767052294723,0.0012744521524849,0.000697338239461649,ambiguous
12,1548.16512362716,103.698075787909,7.46477266749669,1.07113590607575e-08,2.35452185057748e-08,0.0261423927475097,physical,55,1606.42688562248,109.615485539061,0.501167359714277,0.49868588893216,low
13,1618.27619685483,103.977750787484,7.78183882897394,0.492779196426187,0.512659359028176,0.0394006453527883,physical,56,1609.9906562647,108.059878579247,0.501114873348252,0.497459774401618,moderate
14,1662.80230949227,0.990594723316899,839.294956026294,1.25212437920425e-08,4.07355409273469e-07,0.00189062718740114,physical,57,1656.91598666034,0.237339268663547,0.498546077675748,0.498567235742133,moderate
15,1665.99268954057,0.497018554751826,1675.98641299463,1.27250209383772e-06,1.54404392058015e-06,0.00179411232260217,physical,58,1664.01070650559,112.035063765932,0.000204236060849065,0.00137342982769598,ambiguous
